Шаг,Время,Ширина,Высота,Частота кадров,Кодек,Битрейт (КБ/сек),Время видео,day,month,hour_min
-1.7295351187937131,23.647787251359304,0.0,0.0,25.0,0,-1.9886291190620762,2024-04-13 18:03:36,0,0,18.05
-1.724500082057778,-0.2448996206114523,0.0,0.0,25.0,0,15.134473525185598,2024-04-13 18:03:36,0,0,18.05
-1.719465045321843,-0.43149358279545785,0.0,0.0,25.0,0,-0.6760129987078455,2024-04-13 18:03:36,0,0,18.05
-1.7144300085859079,-0.4196656829076238,0.0,0.0,25.0,0,-0.6760129987078455,2024-04-13 18:03:36,0,0,18.05
-1.7093949718499728,-0.29434299281699594,0.0,0.0,25.0,0,-0.6760129987078455,2024-04-13 18:03:36,0,0,18.05
-1.7043599351140377,0.23857069922237498,0.0,0.0,25.0,0,0.6415282592038111,2024-04-13 18:03:36,0,0,18.05
-1.6993248983781026,-0.3925076852000473,0.0,0.0,25.0,0,-0.6760129987078455,2024-04-13 18:03:36,0,0,18.05
-1.6942898616421673,0.3531559353450599,0.0,0.0,25.0,0,0.6415282592038111,2024-04-13 18:03:36,0,0,18.05
-1.6892548249062322,0.252230744732372,0.0,0.0,25.0,0,0.6415282592038111,2024-04-13 18:03:37,0,0,18.05
-1.6842197881702972,-0.37347891270608063,0.0,0.0,25.0,0,-0.6760140700886498,2024-04-13 18:03:37,0,0,18.05
-1.679184751434362,-0.36562475493172486,0.0,0.0,25.0,0,-0.6760108559462368,2024-04-13 18:03:37,0,0,18.05
-1.674149714698427,0.36691913114477354,0.0,0.0,25.0,0,0.6415282592038111,2024-04-13 18:03:37,0,0,18.05
-1.669114677962492,0.33993796250529046,0.0,0.0,25.0,0,0.6415282592038111,2024-04-13 18:03:37,0,0,18.05
-1.6640796412265566,-0.4018501542974992,0.0,0.0,25.0,0,-0.6760129987078455,2024-04-13 18:03:37,0,0,18.05
-1.6590446044906215,0.37646298890310725,0.0,0.0,25.0,0,0.6415282592038111,2024-04-13 18:03:37,0,0,18.05
-1.6540095677546864,0.2606546850594623,0.0,0.0,25.0,0,0.6415282592038111,2024-04-13 18:03:37,0,0,18.05
-1.6489745310187514,-0.35610545676618355,0.0,0.0,25.0,0,-0.6760129987078455,2024-04-13 18:03:37,0,0,18.05
-1.6439394942828163,0.3337931523891426,0.0,0.0,25.0,0,0.6415282592038111,2024-04-13 18:03:37,0,0,18.05
-1.6389044575468812,-0.3881851968689461,0.0,0.0,25.0,0,-0.6760129987078455,2024-04-13 18:03:37,0,0,18.05
-1.6338694208109459,-0.4029798955658564,0.0,0.0,25.0,0,-0.6760129987078455,2024-04-13 18:03:37,0,0,18.05
-1.6288343840750108,0.313644462463935,0.0,0.0,25.0,0,0.6415282592038111,2024-04-13 18:03:37,0,0,18.05
-1.6237993473390757,-0.3748100426353175,0.0,0.0,25.0,0,-0.6760129987078455,2024-04-13 18:03:37,0,0,18.05
-1.6187643106031406,0.24330578871235556,0.0,0.0,25.0,0,-0.6760129987078455,2024-04-13 18:03:37,0,0,18.05
-1.6137292738672055,-0.2033644372844028,0.0,0.0,25.0,0,0.6415282592038111,2024-04-13 18:03:37,0,0,18.05
-1.6086942371312705,0.10964266091012373,0.0,0.0,25.0,0,0.6415282592038111,2024-04-13 18:03:38,0,0,18.05
-1.6036592003953352,-0.4010642473282088,0.0,0.0,25.0,0,-0.6760129987078455,2024-04-13 18:03:38,0,0,18.05
-1.5986241636594,-0.34920421119209344,0.0,0.0,25.0,0,-0.6760129987078455,2024-04-13 18:03:38,0,0,18.05
-1.593589126923465,0.3317743538617762,0.0,0.0,25.0,0,0.6415282592038111,2024-04-13 18:03:38,0,0,18.05
-1.58855409018753,-0.36570825754721153,0.0,0.0,25.0,0,-0.6760129987078455,2024-04-13 18:03:38,0,0,18.05
-1.5835190534515948,0.630173406264598,0.0,0.0,25.0,0,-0.6760129987078455,2024-04-13 18:03:38,0,0,18.05
-1.5784840167156597,6.140943251098667,0.0,0.0,25.0,0,0.6415282592038111,2024-04-13 18:03:38,0,0,18.05
-1.5734489799797247,0.02426369253373014,0.0,0.0,25.0,0,11.181858322497062,2024-04-13 18:03:38,0,0,18.05
-1.5684139432437894,-0.3504567504244017,0.0,0.0,25.0,0,-0.6760129987078455,2024-04-13 18:03:38,0,0,18.05
-1.5633789065078543,0.30507316458010114,0.0,0.0,25.0,0,0.6415282592038111,2024-04-13 18:03:38,0,0,18.05
-1.5583438697719192,-0.4123960434416788,0.0,0.0,25.0,0,-0.6760129987078455,2024-04-13 18:03:38,0,0,18.05
-1.553308833035984,0.35633394665213164,0.0,0.0,25.0,0,0.6415282592038111,2024-04-13 18:03:38,0,0,18.05
-1.548273796300049,-0.35476941491838665,0.0,0.0,25.0,0,-0.6760129987078455,2024-04-13 18:03:39,0,0,18.05
-1.543238759564114,0.5870958805103142,0.0,0.0,25.0,0,0.6415282592038111,2024-04-13 18:03:39,0,0,18.05
-1.5382037228281786,0.04670133650700058,0.0,0.0,25.0,0,0.6415282592038111,2024-04-13 18:03:39,0,0,18.05
-1.5331686860922435,-0.34866881206926315,0.0,0.0,25.0,0,-0.6760129987078455,2024-04-13 18:03:39,0,0,18.05
-1.5281336493563085,-0.4425306637954456,0.0,0.0,25.0,0,-0.6760129987078455,2024-04-13 18:03:39,0,0,18.05
-1.5230986126203734,0.3505182350793743,0.0,0.0,25.0,0,0.6415282592038111,2024-04-13 18:03:39,0,0,18.05
-1.5180635758844383,-0.3969431476579874,0.0,0.0,25.0,0,-0.6760129987078455,2024-04-13 18:03:39,0,0,18.05
-1.5130285391485032,-0.4247102232667629,0.0,0.0,25.0,0,-0.6760129987078455,2024-04-13 18:03:39,0,0,18.05
-1.507993502412568,0.31615445284710936,0.0,0.0,25.0,0,0.6415282592038111,2024-04-13 18:03:39,0,0,18.05
-1.5029584656766328,-0.40563233158721385,0.0,0.0,25.0,0,-0.6760129987078455,2024-04-13 18:03:39,0,0,18.05
-1.4979234289406977,0.23675820127444616,0.0,0.0,25.0,0,0.6415282592038111,2024-04-13 18:03:39,0,0,18.05
-1.4928883922047627,-0.37462830164867,0.0,0.0,25.0,0,-0.6760129987078455,2024-04-13 18:03:39,0,0,18.05
-1.4878533554688276,-0.4311055412293708,0.0,0.0,25.0,0,-0.6760129987078455,2024-04-13 18:03:39,0,0,18.05
-1.4828183187328925,-0.3156017763363286,0.0,0.0,25.0,0,-0.6760129987078455,2024-04-13 18:03:39,0,0,18.05
-1.4777832819969574,0.2675804902263426,0.0,0.0,25.0,0,0.6415282592038111,2024-04-13 18:03:39,0,0,18.05
-1.472748245261022,-0.43340923103310763,0.0,0.0,25.0,0,-0.6760129987078455,2024-04-13 18:03:39,0,0,18.05
-1.467713208525087,0.3679948413089923,0.0,0.0,25.0,0,0.6415282592038111,2024-04-13 18:03:39,0,0,18.05
-1.462678171789152,0.3480671877188965,0.0,0.0,25.0,0,0.6415282592038111,2024-04-13 18:03:40,0,0,18.05
-1.4576431350532169,-0.25861860914414575,0.0,0.0,25.0,0,-0.6760129987078455,2024-04-13 18:03:40,0,0,18.05
-1.4526080983172818,0.1508487456937826,0.0,0.0,25.0,0,0.6415282592038111,2024-04-13 18:03:40,0,0,18.05
-1.4475730615813467,-0.3758661051253021,0.0,0.0,25.0,0,-0.6760129987078455,2024-04-13 18:03:40,0,0,18.05
-1.4425380248454114,-0.29059028703862944,0.0,0.0,25.0,0,-0.6760129987078455,2024-04-13 18:03:40,0,0,18.05
-1.4375029881094763,0.12261503782198906,0.0,0.0,25.0,0,0.6415282592038111,2024-04-13 18:03:40,0,0,18.05
-1.4324679513735412,-0.3327001648369734,0.0,0.0,25.0,0,-0.6760129987078455,2024-04-13 18:03:40,0,0,18.05
-1.4274329146376061,0.3543986507402519,0.0,0.0,25.0,0,0.6415282592038111,2024-04-13 18:03:40,0,0,18.05
-1.422397877901671,0.33801249043052484,0.0,0.0,25.0,0,0.6415282592038111,2024-04-13 18:03:40,0,0,18.05
-1.417362841165736,0.1753886908099058,0.0,0.0,25.0,0,-0.6760269266583016,2024-04-13 18:03:40,0,0,18.05
-1.4123278044298007,0.04647538825332874,0.0,0.0,25.0,0,0.6415282592038111,2024-04-13 18:03:40,0,0,18.05
