Шаг,Время,Ширина,Высота,Частота кадров,Кодек,Битрейт,Опорный кадр,Текущая секунда
951,1712879425.233943,1920,1080,60,h264,3033026.181692862,False,937.2344970703125
952,1712879425.253264,1920,1080,60,h264,3032461.306313796,True,938.3937549591064
953,1712879425.266596,1920,1080,60,h264,3033057.81178163,False,939.1936826705933
954,1712879425.284064,1920,1080,60,h264,3032852.653064023,True,940.2417612075806
955,1712879425.3198562,1920,1080,60,h264,3029109.881134038,False,942.3892879486084
956,1712879425.322266,1920,1080,60,h264,3031813.2179246643,True,942.5338840484619
957,1712879425.3318121,1920,1080,60,h264,3033138.068214649,False,943.1066465377808
958,1712879425.345066,1920,1080,60,h264,3033746.1023086673,True,943.9018821716309
959,1712879425.3657238,1920,1080,60,h264,3032926.919895967,False,945.1413488388062
960,1712879425.3745642,1920,1080,60,h264,3034383.3035185733,True,945.6717681884766
961,1712879425.396859,1920,1080,60,h264,3033250.1925445776,False,947.0094537734985
962,1712879425.4143648,1920,1080,60,h264,3033039.235819679,True,948.0598068237305
963,1712879425.432294,1920,1080,60,h264,3032747.6108070333,False,949.1355514526367
964,1712879425.4406662,1920,1080,60,h264,3034287.690878202,True,949.6378898620605
965,1712879425.462595,1920,1080,60,h264,3033229.4784351927,False,950.9536170959473
966,1712879425.484231,1920,1080,60,h264,3032230.1262897067,True,952.2517776489258
967,1712879425.495703,1920,1080,60,h264,3033173.356372383,False,952.9400968551636
968,1712879425.5171049,1920,1080,60,h264,3032220.7991877804,True,954.2242097854614
969,1712879425.525545,1920,1080,60,h264,3033740.038385264,False,954.7306108474731
970,1712879425.552825,1920,1080,60,h264,3031670.0614593076,True,956.3674163818359
971,1712879425.562433,1920,1080,60,h264,3032964.0571995247,False,956.9438982009888
972,1712879425.579836,1920,1080,60,h264,3032775.1655903175,True,957.9880714416504
973,1712879425.600194,1920,1080,60,h264,3032026.1052973378,False,959.2095565795898
974,1712879425.612597,1920,1080,60,h264,3032786.1510421704,True,959.9537372589111
975,1712879425.630208,1920,1080,60,h264,3032558.635622178,False,961.0103988647461
976,1712879425.64499,1920,1080,60,h264,3032866.730718353,True,961.8973159790039
977,1712879425.655759,1920,1080,60,h264,3033932.972494874,False,962.5434637069702
978,1712879425.678197,1920,1080,60,h264,3032793.3142726407,True,963.8897323608398
979,1712879425.700618,1920,1080,60,h264,3031659.9802543814,False,965.2349996566772
980,1712879425.7087739,1920,1080,60,h264,3033215.7483310355,True,965.7243490219116
981,1712879425.7363782,1920,1080,60,h264,3031109.2233678154,False,967.3806095123291
982,1712879425.7455401,1920,1080,60,h264,3032472.680889666,True,967.930326461792
983,1712879425.765114,1920,1080,60,h264,3031878.8752020807,False,969.1047620773315
984,1712879425.777175,1920,1080,60,h264,3032695.4693854144,True,969.8284149169922
985,1712879425.799659,1920,1080,60,h264,3031557.412534744,False,971.1774587631226
986,1712879425.8108811,1920,1080,60,h264,3032529.5300691132,True,971.8507862091064
987,1712879425.829279,1920,1080,60,h264,3032157.950803003,False,972.9546546936035
988,1712879425.8409212,1920,1080,60,h264,3033049.3579741595,True,973.65318775177
989,1712879425.8617,1920,1080,60,h264,3032233.45807907,False,974.8999214172363
990,1712879425.8737779,1920,1080,60,h264,3033041.78120655,True,975.624589920044
991,1712879425.916626,1920,1080,60,h264,3028122.9049449125,False,978.1954765319824
992,1712879425.920259,1920,1080,60,h264,3030500.130745851,True,978.4134578704834
993,1712879425.932437,1920,1080,60,h264,3031288.235669735,False,979.1441345214844
994,1712879425.946815,1920,1080,60,h264,3031666.742609832,True,980.0068187713623
995,1712879425.9588711,1920,1080,60,h264,3032475.300489803,False,980.730185508728
996,1712879425.987512,1920,1080,60,h264,3030210.34661486,True,982.4486446380615
997,1712879426.000788,1920,1080,60,h264,3030792.3629682804,False,983.2451963424683
998,1712879426.018978,1920,1080,60,h264,3030465.3922544527,True,984.3366050720215
999,1712879426.036459,1920,1080,60,h264,3030270.014196156,False,985.3854560852051
1000,1712879426.043356,1920,1080,60,h264,3032026.9668326224,True,985.7992744445801
1001,1712879426.0731149,1920,1080,60,h264,3029568.6374738063,False,987.584810256958
1002,1712879426.0835478,1920,1080,60,h264,3030671.177703801,True,988.2107877731323
1003,1712879426.102426,1920,1080,60,h264,3030219.527778485,False,989.3434810638428
1004,1712879426.115238,1920,1080,60,h264,3030882.6970408917,True,990.1121950149536
1005,1712879426.136387,1920,1080,60,h264,3030015.1668140073,False,991.3811445236206
1006,1712879426.14224,1920,1080,60,h264,3031953.1036543534,True,991.7323207855225
1007,1712879426.1708212,1920,1080,60,h264,3029725.0868732342,False,993.4471893310547
1008,1712879426.175027,1920,1080,60,h264,3031960.628264329,True,993.6995315551758
1009,1712879426.208408,1920,1080,60,h264,3028860.6564860335,False,995.7024049758911
1010,1712879426.216923,1920,1080,60,h264,3030304.6852853093,True,996.2132978439331
1011,1712879426.231307,1920,1080,60,h264,3030676.4764305796,False,997.0763397216797
1012,1712879426.2403588,1920,1080,60,h264,3032019.673382466,True,997.6194477081299
1013,1712879426.271748,1920,1080,60,h264,3029293.9352036426,False,999.5028018951416
1014,1712879426.279383,1920,1080,60,h264,3030892.2843016414,True,999.9608945846558
1015,1712879426.2946408,1920,1080,60,h264,3031103.3919611475,False,1000.8763647079468
1016,1712879426.3048372,1920,1080,60,h264,3032233.305305859,True,1001.488151550293
1017,1712879426.326345,1920,1080,60,h264,3031308.8688230496,False,1002.7786159515381
1018,1712879426.351995,1920,1080,60,h264,3029636.8830285235,True,1004.3176174163818
1019,1712879426.359475,1920,1080,60,h264,3031255.4682240933,False,1004.766411781311
1020,1712879426.379982,1920,1080,60,h264,3030516.1507513793,True,1005.9968376159668
1021,1712879426.391496,1920,1080,60,h264,3031402.6139714066,False,1006.6876745223999
1022,1712879426.412992,1920,1080,60,h264,3030486.1169737363,True,1007.9774379730225
1023,1712879426.423661,1920,1080,60,h264,3031523.2294669678,False,1008.6175775527954
1024,1712879426.44515,1920,1080,60,h264,3030609.6176660936,True,1009.9069118499756
1025,1712879426.4681568,1920,1080,60,h264,3029425.4686801564,False,1011.2873268127441
1026,1712879426.490879,1920,1080,60,h264,3028295.6252187993,True,1012.6506614685059
1027,1712879426.4993799,1920,1080,60,h264,3029718.3069660463,False,1013.1607103347778
1028,1712879426.521985,1920,1080,60,h264,3028611.1241669105,True,1014.5170211791992
1029,1712879426.531656,1920,1080,60,h264,3029821.458459159,False,1015.097279548645
1030,1712879426.565418,1920,1080,60,h264,3026722.932560041,True,1017.1229982376099
1031,1712879426.570679,1920,1080,60,h264,3028718.707669006,False,1017.4386548995972
1032,1712879426.582776,1920,1080,60,h264,3029492.3130568024,True,1018.1644821166992
1033,1712879426.597813,1920,1080,60,h264,3029740.332070458,False,1019.0666913986206
1034,1712879426.611011,1920,1080,60,h264,3030315.6748499246,True,1019.8585796356201
1035,1712879426.623168,1920,1080,60,h264,3031075.6463627745,False,1020.5879974365234
1036,1712879426.6449862,1920,1080,60,h264,3030114.7220175704,True,1021.897087097168
1037,1712879426.6714828,1920,1080,60,h264,3028325.4571430646,False,1023.4868860244751
