Шаг,Время,Ширина,Высота,Частота кадров,Кодек,Битрейт (КБ/сек),Время видео
393,0.07346582412719727,960,540,25.0,h264,3037.5,2024-04-13 12:41:12
394,0.04313015937805176,960,540,25.0,h264,1518.75,2024-04-13 12:41:12
395,0.04479384422302246,960,540,25.0,h264,1651.73046875,2024-04-13 12:41:12
396,0.08795690536499023,960,540,25.0,h264,2904.5400390625,2024-04-13 12:41:12
397,0.06042814254760742,960,540,25.0,h264,3037.4765625,2024-04-13 12:41:12
398,0.13879179954528809,960,540,25.0,h264,1518.791015625,2024-04-13 12:41:12
399,0.06829309463500977,960,540,25.0,h264,6075.5205078125,2024-04-13 12:41:12
400,0.045979976654052734,960,540,25.0,h264,1518.7646484375,2024-04-13 12:41:12
401,0.04047989845275879,960,540,25.0,h264,1518.91796875,2024-04-13 12:41:12
402,0.09925723075866699,960,540,25.0,h264,3037.5234375,2024-04-13 12:41:12
403,0.050377845764160156,960,540,25.0,h264,3062.8564453125,2024-04-13 12:41:13
404,0.043498992919921875,960,540,25.0,h264,1527.1875,2024-04-13 12:41:13
405,0.07595396041870117,960,540,25.0,h264,3085.267578125,2024-04-13 12:41:13
406,0.04943728446960449,960,540,25.0,h264,1535.6611328125,2024-04-13 12:41:13
407,0.07393693923950195,960,540,25.0,h264,3090.8720703125,2024-04-13 12:41:13
408,0.04207205772399902,960,540,25.0,h264,1566.474609375,2024-04-13 12:41:13
409,0.07927489280700684,960,540,25.0,h264,3118.7822265625,2024-04-13 12:41:13
410,0.04362607002258301,960,540,25.0,h264,1544.0625,2024-04-13 12:41:13
411,0.08353376388549805,960,540,25.0,h264,3057.193359375,2024-04-13 12:41:13
412,0.0661780834197998,960,540,25.0,h264,2995.349609375,2024-04-13 12:41:13
413,0.044120073318481445,960,540,25.0,h264,1448.470703125,2024-04-13 12:41:13
414,0.04118990898132324,960,540,25.0,h264,1465.318359375,2024-04-13 12:41:13
415,0.07757306098937988,960,540,25.0,h264,2955.87890625,2024-04-13 12:41:13
416,0.04119396209716797,960,540,25.0,h264,1501.8017578125,2024-04-13 12:41:13
417,0.042127132415771484,960,540,25.0,h264,1524.3046875,2024-04-13 12:41:13
418,0.045089006423950195,960,540,25.0,h264,1550.12109375,2024-04-13 12:41:13
419,0.07039189338684082,960,540,25.0,h264,2941.9423828125,2024-04-13 12:41:13
420,0.04623603820800781,960,540,25.0,h264,1515.7294921875,2024-04-13 12:41:13
421,0.08324193954467773,960,540,25.0,h264,3037.5185546875,2024-04-13 12:41:14
422,0.0650031566619873,960,540,25.0,h264,1518.751953125,2024-04-13 12:41:14
423,0.042572021484375,960,540,25.0,h264,3037.1142578125,2024-04-13 12:41:14
424,0.048538923263549805,960,540,25.0,h264,1518.7529296875,2024-04-13 12:41:14
425,0.07421207427978516,960,540,25.0,h264,3037.474609375,2024-04-13 12:41:14
426,0.04500079154968262,960,540,25.0,h264,1518.75,2024-04-13 12:41:14
427,0.04244112968444824,960,540,25.0,h264,1518.75,2024-04-13 12:41:14
428,0.06868505477905273,960,540,25.0,h264,3037.5,2024-04-13 12:41:14
429,0.0471649169921875,960,540,25.0,h264,1518.744140625,2024-04-13 12:41:14
430,0.07879996299743652,960,540,25.0,h264,3037.5,2024-04-13 12:41:14
431,0.044947147369384766,960,540,25.0,h264,1518.7939453125,2024-04-13 12:41:14
432,0.09918880462646484,960,540,25.0,h264,3037.58203125,2024-04-13 12:41:14
433,0.07334399223327637,960,540,25.0,h264,3046.236328125,2024-04-13 12:41:14
434,0.06966304779052734,960,540,25.0,h264,3105.0029296875,2024-04-13 12:41:14
435,0.0762639045715332,960,540,25.0,h264,3110.173828125,2024-04-13 12:41:14
436,0.08022928237915039,960,540,25.0,h264,3048.7705078125,2024-04-13 12:41:15
437,0.0857856273651123,960,540,25.0,h264,2998.603515625,2024-04-13 12:41:15
438,0.0402071475982666,960,540,25.0,h264,1513.1474609375,2024-04-13 12:41:15
439,0.06535100936889648,960,540,25.0,h264,3029.0419921875,2024-04-13 12:41:15
440,0.04861783981323242,960,540,25.0,h264,1529.9677734375,2024-04-13 12:41:15
441,0.04038524627685547,960,540,25.0,h264,1451.5341796875,2024-04-13 12:41:15
442,0.04175996780395508,960,540,25.0,h264,1518.7412109375,2024-04-13 12:41:15
443,0.0801241397857666,960,540,25.0,h264,3037.505859375,2024-04-13 12:41:15
444,0.07646584510803223,960,540,25.0,h264,3118.546875,2024-04-13 12:41:15
445,0.09875106811523438,960,540,25.0,h264,3015.203125,2024-04-13 12:41:15
446,0.06352686882019043,960,540,25.0,h264,3054.154296875,2024-04-13 12:41:15
447,0.047796010971069336,960,540,25.0,h264,1518.75,2024-04-13 12:41:15
448,0.0670628547668457,960,540,25.0,h264,3068.201171875,2024-04-13 12:41:15
449,0.05639815330505371,960,540,25.0,h264,1510.294921875,2024-04-13 12:41:15
450,0.07646894454956055,960,540,25.0,h264,3051.5625,2024-04-13 12:41:15
451,0.07188105583190918,960,540,25.0,h264,2874.2724609375,2024-04-13 12:41:15
452,0.06274819374084473,960,540,25.0,h264,1518.7587890625,2024-04-13 12:41:16
453,0.08251380920410156,960,540,25.0,h264,3061.6552734375,2024-04-13 12:41:16
454,0.05309796333312988,960,540,25.0,h264,3013.0322265625,2024-04-13 12:41:16
455,0.07549905776977539,960,540,25.0,h264,1518.75,2024-04-13 12:41:16
456,0.0848839282989502,960,540,25.0,h264,3037.5,2024-04-13 12:41:16
457,0.20741891860961914,960,540,25.0,h264,3037.52734375,2024-04-13 12:41:16
458,0.040003061294555664,960,540,25.0,h264,8186.232421875,2024-04-13 12:41:16
459,0.06945610046386719,960,540,25.0,h264,2445.0361328125,2024-04-13 12:41:16
460,0.04982590675354004,960,540,25.0,h264,1518.716796875,2024-04-13 12:41:16
461,0.07664918899536133,960,540,25.0,h264,3037.533203125,2024-04-13 12:41:16
462,0.08019375801086426,960,540,25.0,h264,3037.5,2024-04-13 12:41:16
463,0.07214117050170898,960,540,25.0,h264,3037.888671875,2024-04-13 12:41:16
464,0.044634103775024414,960,540,25.0,h264,1518.7470703125,2024-04-13 12:41:16
465,0.08188486099243164,960,540,25.0,h264,3037.07421875,2024-04-13 12:41:17
466,0.04000091552734375,960,540,25.0,h264,3011.216796875,2024-04-13 12:41:17
467,0.07245230674743652,960,540,25.0,h264,1545.0419921875,2024-04-13 12:41:17
468,0.04217076301574707,960,540,25.0,h264,1518.7607421875,2024-04-13 12:41:17
469,0.04226088523864746,960,540,25.0,h264,1518.7529296875,2024-04-13 12:41:17
470,0.08359098434448242,960,540,25.0,h264,3037.5029296875,2024-04-13 12:41:17
471,0.04000401496887207,960,540,25.0,h264,2046.794921875,2024-04-13 12:41:17
472,0.07325220108032227,960,540,25.0,h264,2509.4990234375,2024-04-13 12:41:17
473,0.04875993728637695,960,540,25.0,h264,1518.701171875,2024-04-13 12:41:17
474,0.07685494422912598,960,540,25.0,h264,3037.5029296875,2024-04-13 12:41:17
475,0.0796048641204834,960,540,25.0,h264,3037.9228515625,2024-04-13 12:41:17
476,0.04000210762023926,960,540,25.0,h264,1631.400390625,2024-04-13 12:41:17
477,0.07307910919189453,960,540,25.0,h264,2924.484375,2024-04-13 12:41:17
478,0.042562007904052734,960,540,25.0,h264,1518.7041015625,2024-04-13 12:41:17
479,0.04328489303588867,960,540,25.0,h264,1518.8017578125,2024-04-13 12:41:17
480,0.07554411888122559,960,540,25.0,h264,3037.4560546875,2024-04-13 12:41:17
481,0.04274702072143555,960,540,25.0,h264,1518.748046875,2024-04-13 12:41:17
482,0.07756686210632324,960,540,25.0,h264,3038.1201171875,2024-04-13 12:41:18
483,0.046555280685424805,960,540,25.0,h264,1518.55078125,2024-04-13 12:41:18
484,0.08823680877685547,960,540,25.0,h264,3037.69921875,2024-04-13 12:41:18
485,0.06016182899475098,960,540,25.0,h264,3036.8876953125,2024-04-13 12:41:18
486,0.04314708709716797,960,540,25.0,h264,1518.75,2024-04-13 12:41:18
487,0.04426908493041992,960,540,25.0,h264,1518.798828125,2024-04-13 12:41:18
488,0.04368782043457031,960,540,25.0,h264,1519.3046875,2024-04-13 12:41:18
489,0.07984805107116699,960,540,25.0,h264,3036.8837890625,2024-04-13 12:41:18
490,0.040006160736083984,960,540,25.0,h264,1551.3056640625,2024-04-13 12:41:18
491,0.04114794731140137,960,540,25.0,h264,1486.19140625,2024-04-13 12:41:18
492,0.07635498046875,960,540,25.0,h264,3037.9052734375,2024-04-13 12:41:18
493,0.08306622505187988,960,540,25.0,h264,3037.51953125,2024-04-13 12:41:18
494,0.07802486419677734,960,540,25.0,h264,3037.4853515625,2024-04-13 12:41:18
495,0.040045738220214844,960,540,25.0,h264,2662.61328125,2024-04-13 12:41:18
496,0.04641413688659668,960,540,25.0,h264,374.5107421875,2024-04-13 12:41:18
497,0.07229018211364746,960,540,25.0,h264,3037.873046875,2024-04-13 12:41:18
498,0.07879281044006348,960,540,25.0,h264,3037.083984375,2024-04-13 12:41:19
499,0.04297184944152832,960,540,25.0,h264,1519.1640625,2024-04-13 12:41:19
500,0.04045534133911133,960,540,25.0,h264,1518.9814453125,2024-04-13 12:41:19
501,0.08382582664489746,960,540,25.0,h264,3037.2744140625,2024-04-13 12:41:19
502,0.07090902328491211,960,540,25.0,h264,3037.0888671875,2024-04-13 12:41:19
503,0.04462003707885742,960,540,25.0,h264,1518.75,2024-04-13 12:41:19
504,0.07529997825622559,960,540,25.0,h264,3037.498046875,2024-04-13 12:41:19
505,0.05160403251647949,960,540,25.0,h264,1518.75,2024-04-13 12:41:19
506,0.06608986854553223,960,540,25.0,h264,3037.5,2024-04-13 12:41:19
507,0.05181598663330078,960,540,25.0,h264,1518.7451171875,2024-04-13 12:41:19
508,0.07065820693969727,960,540,25.0,h264,1518.75,2024-04-13 12:41:19
509,0.040776729583740234,960,540,25.0,h264,1518.8046875,2024-04-13 12:41:19
510,0.0420992374420166,960,540,25.0,h264,3037.5,2024-04-13 12:41:19
511,0.08089613914489746,960,540,25.0,h264,3037.5,2024-04-13 12:41:19
512,0.04066276550292969,960,540,25.0,h264,1518.6953125,2024-04-13 12:41:19
513,0.052375078201293945,960,540,25.0,h264,1518.75,2024-04-13 12:41:19
514,0.06450986862182617,960,540,25.0,h264,3037.5,2024-04-13 12:41:19
515,0.0440821647644043,960,540,25.0,h264,1518.75,2024-04-13 12:41:19
516,0.09847688674926758,960,540,25.0,h264,3037.5,2024-04-13 12:41:20
517,0.058184146881103516,960,540,25.0,h264,3037.5,2024-04-13 12:41:20
518,0.04122185707092285,960,540,25.0,h264,1518.75,2024-04-13 12:41:20
519,0.04369306564331055,960,540,25.0,h264,1518.75,2024-04-13 12:41:20
520,0.0771479606628418,960,540,25.0,h264,3037.5,2024-04-13 12:41:20
521,0.04000091552734375,960,540,25.0,h264,1606.5078125,2024-04-13 12:41:20
522,0.07761812210083008,960,540,25.0,h264,2949.7421875,2024-04-13 12:41:20
523,0.05173301696777344,960,540,25.0,h264,1518.75,2024-04-13 12:41:20
524,0.0674440860748291,960,540,25.0,h264,3037.50390625,2024-04-13 12:41:20
525,0.04444694519042969,960,540,25.0,h264,1518.75,2024-04-13 12:41:20
526,0.07810091972351074,960,540,25.0,h264,3037.5478515625,2024-04-13 12:41:20
527,0.042646169662475586,960,540,25.0,h264,1518.75,2024-04-13 12:41:20
528,0.07420992851257324,960,540,25.0,h264,3037.5,2024-04-13 12:41:20
529,0.042006731033325195,960,540,25.0,h264,1518.75,2024-04-13 12:41:20
530,0.04069924354553223,960,540,25.0,h264,1518.75,2024-04-13 12:41:20
531,0.08092689514160156,960,540,25.0,h264,3038.0625,2024-04-13 12:41:20
532,0.07832503318786621,960,540,25.0,h264,3037.494140625,2024-04-13 12:41:21
533,0.041455984115600586,960,540,25.0,h264,1518.75,2024-04-13 12:41:21
534,0.08351993560791016,960,540,25.0,h264,3037.3037109375,2024-04-13 12:41:21
535,0.07818412780761719,960,540,25.0,h264,3037.5,2024-04-13 12:41:21
536,0.07466912269592285,960,540,25.0,h264,3037.13671875,2024-04-13 12:41:21
537,0.04303789138793945,960,540,25.0,h264,1518.75,2024-04-13 12:41:21
538,0.07536101341247559,960,540,25.0,h264,3037.4970703125,2024-04-13 12:41:21
539,0.07901597023010254,960,540,25.0,h264,1518.75,2024-04-13 12:41:21
540,0.046582937240600586,960,540,25.0,h264,3037.5,2024-04-13 12:41:21
541,0.040000200271606445,960,540,25.0,h264,2130.7890625,2024-04-13 12:41:21
542,0.04000091552734375,960,540,25.0,h264,1479.5791015625,2024-04-13 12:41:21
543,0.08137893676757812,960,540,25.0,h264,2464.5849609375,2024-04-13 12:41:21
544,0.08004593849182129,960,540,25.0,h264,3037.9130859375,2024-04-13 12:41:21
545,0.08473610877990723,960,540,25.0,h264,3037.08203125,2024-04-13 12:41:21
546,0.07341575622558594,960,540,25.0,h264,3037.923828125,2024-04-13 12:41:21
547,0.04137706756591797,960,540,25.0,h264,1518.375,2024-04-13 12:41:21
548,0.07999205589294434,960,540,25.0,h264,3037.4541015625,2024-04-13 12:41:22
549,0.04000115394592285,960,540,25.0,h264,1904.5654296875,2024-04-13 12:41:22
550,0.07786798477172852,960,540,25.0,h264,2651.6845703125,2024-04-13 12:41:22
551,0.04343986511230469,960,540,25.0,h264,1518.75,2024-04-13 12:41:22
552,0.07322120666503906,960,540,25.0,h264,3037.552734375,2024-04-13 12:41:22
553,0.04233598709106445,960,540,25.0,h264,1518.75,2024-04-13 12:41:22
554,0.043518781661987305,960,540,25.0,h264,1518.75,2024-04-13 12:41:22
555,0.09480619430541992,960,540,25.0,h264,3037.5,2024-04-13 12:41:22
556,0.05566692352294922,960,540,25.0,h264,3037.4873046875,2024-04-13 12:41:22
557,0.04025912284851074,960,540,25.0,h264,1518.75,2024-04-13 12:41:22
558,0.05919003486633301,960,540,25.0,h264,1518.9248046875,2024-04-13 12:41:22
559,0.06853580474853516,960,540,25.0,h264,3037.3037109375,2024-04-13 12:41:22
560,0.08554577827453613,960,540,25.0,h264,3037.4853515625,2024-04-13 12:41:22
561,0.05855226516723633,960,540,25.0,h264,1518.75,2024-04-13 12:41:22
562,0.058531999588012695,960,540,25.0,h264,3037.498046875,2024-04-13 12:41:22
563,0.07363414764404297,960,540,25.0,h264,3037.4951171875,2024-04-13 12:41:22
564,0.04333782196044922,960,540,25.0,h264,1518.75,2024-04-13 12:41:23
565,0.0585479736328125,960,540,25.0,h264,1518.75,2024-04-13 12:41:23
566,0.058619022369384766,960,540,25.0,h264,3037.5419921875,2024-04-13 12:41:23
567,0.044158935546875,960,540,25.0,h264,1518.75,2024-04-13 12:41:23
568,0.07561111450195312,960,540,25.0,h264,3037.5,2024-04-13 12:41:23
569,0.044670820236206055,960,540,25.0,h264,1518.75,2024-04-13 12:41:23
570,0.07660222053527832,960,540,25.0,h264,3037.4580078125,2024-04-13 12:41:23
571,0.04416489601135254,960,540,25.0,h264,1518.7509765625,2024-04-13 12:41:23
572,0.07984399795532227,960,540,25.0,h264,3037.5009765625,2024-04-13 12:41:23
573,0.04000115394592285,960,540,25.0,h264,1868.115234375,2024-04-13 12:41:23
574,0.07719683647155762,960,540,25.0,h264,2688.1298828125,2024-04-13 12:41:23
575,0.044049978256225586,960,540,25.0,h264,1519.47265625,2024-04-13 12:41:23
576,0.040000200271606445,960,540,25.0,h264,1726.810546875,2024-04-13 12:41:23
577,0.04144001007080078,960,540,25.0,h264,1309.9580078125,2024-04-13 12:41:23
578,0.07663893699645996,960,540,25.0,h264,3037.5,2024-04-13 12:41:23
579,0.04367780685424805,960,540,25.0,h264,1518.75,2024-04-13 12:41:23
580,0.15725493431091309,960,540,25.0,h264,3037.70703125,2024-04-13 12:41:24
581,0.04000115394592285,960,540,25.0,h264,4753.34765625,2024-04-13 12:41:24
582,0.051712989807128906,960,540,25.0,h264,1321.4677734375,2024-04-13 12:41:24
583,0.09836888313293457,960,540,25.0,h264,3037.51171875,2024-04-13 12:41:24
584,0.04163527488708496,960,540,25.0,h264,2448.833984375,2024-04-13 12:41:24
585,0.11479377746582031,960,540,25.0,h264,588.6806640625,2024-04-13 12:41:24
586,0.04283905029296875,960,540,25.0,h264,6075.0087890625,2024-04-13 12:41:24
587,0.047888994216918945,960,540,25.0,h264,1518.75,2024-04-13 12:41:24
588,0.04907107353210449,960,540,25.0,h264,1518.7197265625,2024-04-13 12:41:24
589,0.0719151496887207,960,540,25.0,h264,3037.4970703125,2024-04-13 12:41:24
590,0.041284799575805664,960,540,25.0,h264,2423.576171875,2024-04-13 12:41:24
591,0.07515788078308105,960,540,25.0,h264,2132.6728515625,2024-04-13 12:41:24
592,0.04278397560119629,960,540,25.0,h264,1518.7724609375,2024-04-13 12:41:24
593,0.08803319931030273,960,540,25.0,h264,3037.5,2024-04-13 12:41:24
594,0.06404709815979004,960,540,25.0,h264,3037.5,2024-04-13 12:41:24
595,0.044241905212402344,960,540,25.0,h264,1518.75,2024-04-13 12:41:24
596,0.04000091552734375,960,540,25.0,h264,1686.6259765625,2024-04-13 12:41:24
597,0.08011603355407715,960,540,25.0,h264,2869.6240234375,2024-04-13 12:41:25
598,0.04378795623779297,960,540,25.0,h264,1518.75,2024-04-13 12:41:25
599,0.07434916496276855,960,540,25.0,h264,3037.466796875,2024-04-13 12:41:25
600,0.05447196960449219,960,540,25.0,h264,1519.5830078125,2024-04-13 12:41:25
601,0.08034896850585938,960,540,25.0,h264,3036.6806640625,2024-04-13 12:41:25
602,0.07353782653808594,960,540,25.0,h264,3037.51953125,2024-04-13 12:41:25
603,0.08657312393188477,960,540,25.0,h264,3037.5,2024-04-13 12:41:25
604,0.06844902038574219,960,540,25.0,h264,3037.46484375,2024-04-13 12:41:25
605,0.04204702377319336,960,540,25.0,h264,1518.7900390625,2024-04-13 12:41:25
606,0.04384207725524902,960,540,25.0,h264,1518.75,2024-04-13 12:41:25
607,0.04000067710876465,960,540,25.0,h264,1747.10546875,2024-04-13 12:41:25
608,0.04000115394592285,960,540,25.0,h264,1566.4560546875,2024-04-13 12:41:25
609,0.04460000991821289,960,540,25.0,h264,637.2783203125,2024-04-13 12:41:25
610,0.053399085998535156,960,540,25.0,h264,191.4453125,2024-04-13 12:41:25
611,0.05353188514709473,960,540,25.0,h264,4970.173828125,2024-04-13 12:41:25
612,0.04301095008850098,960,540,25.0,h264,1518.7802734375,2024-04-13 12:41:25
613,0.04308009147644043,960,540,25.0,h264,1518.73046875,2024-04-13 12:41:25
614,0.07664895057678223,960,540,25.0,h264,3037.5185546875,2024-04-13 12:41:26
615,0.04442095756530762,960,540,25.0,h264,1518.75,2024-04-13 12:41:26
616,0.040000200271606445,960,540,25.0,h264,1904.583984375,2024-04-13 12:41:26
617,0.07724595069885254,960,540,25.0,h264,2651.666015625,2024-04-13 12:41:26
618,0.08747482299804688,960,540,25.0,h264,3037.494140625,2024-04-13 12:41:26
619,0.04301118850708008,960,540,25.0,h264,2544.138671875,2024-04-13 12:41:26
620,0.0678257942199707,960,540,25.0,h264,2012.0927734375,2024-04-13 12:41:26
621,0.04240608215332031,960,540,25.0,h264,1518.75,2024-04-13 12:41:26
622,0.07673192024230957,960,540,25.0,h264,3037.5185546875,2024-04-13 12:41:26
623,0.045228004455566406,960,540,25.0,h264,1518.744140625,2024-04-13 12:41:26
624,0.040000200271606445,960,540,25.0,h264,2209.6474609375,2024-04-13 12:41:26
625,0.04112505912780762,960,540,25.0,h264,1927.0302734375,2024-04-13 12:41:26
626,0.07333779335021973,960,540,25.0,h264,1938.3173828125,2024-04-13 12:41:26
627,0.04495692253112793,960,540,25.0,h264,1518.734375,2024-04-13 12:41:26
628,0.07664012908935547,960,540,25.0,h264,3037.517578125,2024-04-13 12:41:26
629,0.0893411636352539,960,540,25.0,h264,1518.75,2024-04-13 12:41:26
630,0.0667877197265625,960,540,25.0,h264,4556.2568359375,2024-04-13 12:41:26
631,0.04535222053527832,960,540,25.0,h264,1518.736328125,2024-04-13 12:41:27
632,0.07435798645019531,960,540,25.0,h264,3037.525390625,2024-04-13 12:41:27
633,0.047338008880615234,960,540,25.0,h264,1518.75,2024-04-13 12:41:27
634,0.08660888671875,960,540,25.0,h264,3037.5,2024-04-13 12:41:27
635,0.07166409492492676,960,540,25.0,h264,3037.5,2024-04-13 12:41:27
636,0.08757209777832031,960,540,25.0,h264,3037.5,2024-04-13 12:41:27
637,0.06440877914428711,960,540,25.0,h264,3037.6923828125,2024-04-13 12:41:27
638,0.04357123374938965,960,540,25.0,h264,1518.75,2024-04-13 12:41:27
639,0.042868852615356445,960,540,25.0,h264,1518.75,2024-04-13 12:41:27
640,0.04099297523498535,960,540,25.0,h264,1518.75,2024-04-13 12:41:27
641,0.07595205307006836,960,540,25.0,h264,3037.5,2024-04-13 12:41:27
642,0.04436302185058594,960,540,25.0,h264,1518.75,2024-04-13 12:41:27
643,0.11187601089477539,960,540,25.0,h264,1518.75,2024-04-13 12:41:27
644,0.04412078857421875,960,540,25.0,h264,4556.25,2024-04-13 12:41:27
645,0.04340100288391113,960,540,25.0,h264,1518.75,2024-04-13 12:41:27
646,0.07696413993835449,960,540,25.0,h264,3037.5,2024-04-13 12:41:27
647,0.04337310791015625,960,540,25.0,h264,1518.75390625,2024-04-13 12:41:28
648,0.07699775695800781,960,540,25.0,h264,3037.4990234375,2024-04-13 12:41:28
649,0.04401206970214844,960,540,25.0,h264,1518.5234375,2024-04-13 12:41:28
650,0.07634902000427246,960,540,25.0,h264,1518.9765625,2024-04-13 12:41:28
651,0.04000091552734375,960,540,25.0,h264,3406.0712890625,2024-04-13 12:41:28
652,0.0792839527130127,960,540,25.0,h264,1149.9609375,2024-04-13 12:41:28
653,0.05623316764831543,960,540,25.0,h264,1518.75,2024-04-13 12:41:28
654,0.06531214714050293,960,540,25.0,h264,4557.7978515625,2024-04-13 12:41:28
655,0.042659759521484375,960,540,25.0,h264,1518.75,2024-04-13 12:41:28
656,0.04079318046569824,960,540,25.0,h264,1517.3154296875,2024-04-13 12:41:28
657,0.07350778579711914,960,540,25.0,h264,3037.4091796875,2024-04-13 12:41:28
658,0.05299711227416992,960,540,25.0,h264,1518.7578125,2024-04-13 12:41:28
659,0.06429600715637207,960,540,25.0,h264,3037.5,2024-04-13 12:41:28
660,0.061131954193115234,960,540,25.0,h264,1518.75,2024-04-13 12:41:28
661,0.05970883369445801,960,540,25.0,h264,3037.47265625,2024-04-13 12:41:28
662,0.042710065841674805,960,540,25.0,h264,1518.75,2024-04-13 12:41:28
663,0.044364213943481445,960,540,25.0,h264,1518.75,2024-04-13 12:41:28
664,0.044589996337890625,960,540,25.0,h264,1518.75,2024-04-13 12:41:28
665,0.06729292869567871,960,540,25.0,h264,3037.5,2024-04-13 12:41:29
666,0.04236102104187012,960,540,25.0,h264,1518.75,2024-04-13 12:41:29
667,0.04498481750488281,960,540,25.0,h264,1518.75,2024-04-13 12:41:29
668,0.07798600196838379,960,540,25.0,h264,3037.515625,2024-04-13 12:41:29
669,0.040778160095214844,960,540,25.0,h264,1518.75,2024-04-13 12:41:29
670,0.04627799987792969,960,540,25.0,h264,1518.75,2024-04-13 12:41:29
671,0.08462905883789062,960,540,25.0,h264,3037.484375,2024-04-13 12:41:29
672,0.06446695327758789,960,540,25.0,h264,3037.515625,2024-04-13 12:41:29
673,0.04421091079711914,960,540,25.0,h264,1518.75,2024-04-13 12:41:29
674,0.05133414268493652,960,540,25.0,h264,1518.744140625,2024-04-13 12:41:29
675,0.06862187385559082,960,540,25.0,h264,3037.498046875,2024-04-13 12:41:29
676,0.0464320182800293,960,540,25.0,h264,1518.75,2024-04-13 12:41:29
677,0.07501888275146484,960,540,25.0,h264,3037.501953125,2024-04-13 12:41:29
678,0.042507171630859375,960,540,25.0,h264,1518.7392578125,2024-04-13 12:41:29
679,0.04819083213806152,960,540,25.0,h264,1518.9345703125,2024-04-13 12:41:29
680,0.0659780502319336,960,540,25.0,h264,3037.29296875,2024-04-13 12:41:29
681,0.040000200271606445,960,540,25.0,h264,1990.8857421875,2024-04-13 12:41:29
682,0.04000091552734375,960,540,25.0,h264,1373.267578125,2024-04-13 12:41:29
683,0.047781944274902344,960,540,25.0,h264,1192.880859375,2024-04-13 12:41:30
684,0.04000091552734375,960,540,25.0,h264,2327.2666015625,2024-04-13 12:41:30
685,0.04000115394592285,960,540,25.0,h264,1025.0185546875,2024-04-13 12:41:30
686,0.0841970443725586,960,540,25.0,h264,2721.9365234375,2024-04-13 12:41:30
687,0.08159399032592773,960,540,25.0,h264,3037.7060546875,2024-04-13 12:41:30
688,0.07281494140625,960,540,25.0,h264,3037.3125,2024-04-13 12:41:30
689,0.07651591300964355,960,540,25.0,h264,3037.53515625,2024-04-13 12:41:30
690,0.04132699966430664,960,540,25.0,h264,1518.7001953125,2024-04-13 12:41:30
691,0.04974007606506348,960,540,25.0,h264,1087.921875,2024-04-13 12:41:30
692,0.0672152042388916,960,540,25.0,h264,3468.32421875,2024-04-13 12:41:30
693,0.04329681396484375,960,540,25.0,h264,1518.783203125,2024-04-13 12:41:30
694,0.07817792892456055,960,540,25.0,h264,3037.4677734375,2024-04-13 12:41:30
695,0.041190147399902344,960,540,25.0,h264,1518.7822265625,2024-04-13 12:41:30
696,0.042395830154418945,960,540,25.0,h264,1518.724609375,2024-04-13 12:41:30
697,0.07302403450012207,960,540,25.0,h264,3037.48828125,2024-04-13 12:41:30
698,0.04158592224121094,960,540,25.0,h264,1518.76171875,2024-04-13 12:41:30
699,0.04158616065979004,960,540,25.0,h264,1519.025390625,2024-04-13 12:41:30
700,0.04156184196472168,960,540,25.0,h264,1518.4560546875,2024-04-13 12:41:30
701,0.0863962173461914,960,540,25.0,h264,1518.75,2024-04-13 12:41:31
702,0.04373884201049805,960,540,25.0,h264,3037.50390625,2024-04-13 12:41:31
703,0.045243263244628906,960,540,25.0,h264,1775.5078125,2024-04-13 12:41:31
704,0.057034969329833984,960,540,25.0,h264,1261.9912109375,2024-04-13 12:41:31
705,0.04000067710876465,960,540,25.0,h264,3150.3515625,2024-04-13 12:41:31
706,0.04850625991821289,960,540,25.0,h264,1405.90234375,2024-04-13 12:41:31
707,0.08608675003051758,960,540,25.0,h264,3037.4951171875,2024-04-13 12:41:31
708,0.08729720115661621,960,540,25.0,h264,3037.5048828125,2024-04-13 12:41:31
709,0.07111382484436035,960,540,25.0,h264,3037.5,2024-04-13 12:41:31
710,0.0812232494354248,960,540,25.0,h264,3037.5,2024-04-13 12:41:31
711,0.06557703018188477,960,540,25.0,h264,3037.5,2024-04-13 12:41:31
712,0.04240775108337402,960,540,25.0,h264,1518.75,2024-04-13 12:41:31
713,0.0446779727935791,960,540,25.0,h264,1518.75,2024-04-13 12:41:31
714,0.04121708869934082,960,540,25.0,h264,1518.75,2024-04-13 12:41:31
715,0.0469510555267334,960,540,25.0,h264,1518.75,2024-04-13 12:41:31
716,0.06654596328735352,960,540,25.0,h264,3037.5,2024-04-13 12:41:31
717,0.04474020004272461,960,540,25.0,h264,1518.75,2024-04-13 12:41:31
718,0.04329872131347656,960,540,25.0,h264,1518.75,2024-04-13 12:41:32
719,0.07445907592773438,960,540,25.0,h264,3037.5,2024-04-13 12:41:32
720,0.08230805397033691,960,540,25.0,h264,3037.5,2024-04-13 12:41:32
721,0.04115700721740723,960,540,25.0,h264,1518.75,2024-04-13 12:41:32
722,0.04224681854248047,960,540,25.0,h264,1518.75,2024-04-13 12:41:32
723,0.07527399063110352,960,540,25.0,h264,3037.5,2024-04-13 12:41:32
724,0.04254722595214844,960,540,25.0,h264,1518.75,2024-04-13 12:41:32
725,0.212554931640625,960,540,25.0,h264,3037.5029296875,2024-04-13 12:41:32
726,0.062326908111572266,960,540,25.0,h264,7593.75,2024-04-13 12:41:32
727,0.0429229736328125,960,540,25.0,h264,1518.75,2024-04-13 12:41:32
