Шаг,Время,Ширина,Высота,Частота кадров,Кодек,Битрейт (КБ/сек),Время видео
3037,0.07147693634033203,960,540,25.0,h264,1518.75,2024-04-13 07:57:59
3038,0.04652285575866699,960,540,25.0,h264,3037.5,2024-04-13 07:57:59
3039,0.040000200271606445,960,540,25.0,h264,2428.6181640625,2024-04-13 07:57:59
3040,0.04163384437561035,960,540,25.0,h264,608.8818359375,2024-04-13 07:57:59
3041,0.07652616500854492,960,540,25.0,h264,3037.4970703125,2024-04-13 07:57:59
3042,0.04562091827392578,960,540,25.0,h264,1518.7470703125,2024-04-13 07:57:59
3043,0.07397627830505371,960,540,25.0,h264,3037.6123046875,2024-04-13 07:57:59
3044,0.04344677925109863,960,540,25.0,h264,1518.75,2024-04-13 07:57:59
3045,0.0876610279083252,960,540,25.0,h264,3037.5,2024-04-13 07:57:59
3046,0.06574678421020508,960,540,25.0,h264,3037.90234375,2024-04-13 07:58:00
3047,0.043607234954833984,960,540,25.0,h264,1518.75,2024-04-13 07:58:00
3048,0.0421910285949707,960,540,25.0,h264,1518.75,2024-04-13 07:58:00
3049,0.07267189025878906,960,540,25.0,h264,3037.5,2024-04-13 07:58:00
3050,0.04712510108947754,960,540,25.0,h264,1518.75,2024-04-13 07:58:00
3051,0.07479977607727051,960,540,25.0,h264,3037.5,2024-04-13 07:58:00
3052,0.04303407669067383,960,540,25.0,h264,1518.724609375,2024-04-13 07:58:00
3053,0.044303178787231445,960,540,25.0,h264,1518.75,2024-04-13 07:58:00
3054,0.0786597728729248,960,540,25.0,h264,3037.5,2024-04-13 07:58:00
3055,0.0413360595703125,960,540,25.0,h264,1518.75,2024-04-13 07:58:00
3056,0.07529807090759277,960,540,25.0,h264,3037.5,2024-04-13 07:58:00
3057,0.04452800750732422,960,540,25.0,h264,1518.75,2024-04-13 07:58:00
3058,0.07682394981384277,960,540,25.0,h264,3037.5,2024-04-13 07:58:00
3059,0.04344606399536133,960,540,25.0,h264,1518.75,2024-04-13 07:58:00
3060,0.07612109184265137,960,540,25.0,h264,3037.5,2024-04-13 07:58:00
3061,0.04315781593322754,960,540,25.0,h264,1518.75,2024-04-13 07:58:00
3062,0.076171875,960,540,25.0,h264,3037.5,2024-04-13 07:58:00
3063,0.04298710823059082,960,540,25.0,h264,1518.3720703125,2024-04-13 07:58:01
3064,0.07687592506408691,960,540,25.0,h264,3037.48828125,2024-04-13 07:58:01
3065,0.040000200271606445,960,540,25.0,h264,2243.16796875,2024-04-13 07:58:01
3066,0.04945087432861328,960,540,25.0,h264,794.330078125,2024-04-13 07:58:01
3067,0.07186722755432129,960,540,25.0,h264,3037.5,2024-04-13 07:58:01
3068,0.07799601554870605,960,540,25.0,h264,3037.5,2024-04-13 07:58:01
3069,0.043588876724243164,960,540,25.0,h264,1518.75,2024-04-13 07:58:01
3070,0.04262185096740723,960,540,25.0,h264,1518.75,2024-04-13 07:58:01
3071,0.04000711441040039,960,540,25.0,h264,2527.2548828125,2024-04-13 07:58:01
3072,0.040000200271606445,960,540,25.0,h264,1431.169921875,2024-04-13 07:58:01
3073,0.07357573509216309,960,540,25.0,h264,2116.5751953125,2024-04-13 07:58:01
3074,0.04751110076904297,960,540,25.0,h264,1518.75,2024-04-13 07:58:01
3075,0.07680201530456543,960,540,25.0,h264,3037.5,2024-04-13 07:58:01
3076,0.041268110275268555,960,540,25.0,h264,1518.75,2024-04-13 07:58:01
3077,0.08653473854064941,960,540,25.0,h264,3037.5,2024-04-13 07:58:01
3078,0.05671215057373047,960,540,25.0,h264,1518.75,2024-04-13 07:58:01
3079,0.08421492576599121,960,540,25.0,h264,3037.5,2024-04-13 07:58:01
3080,0.10402798652648926,960,540,25.0,h264,3037.5,2024-04-13 07:58:02
3081,0.043179988861083984,960,540,25.0,h264,3037.5,2024-04-13 07:58:02
3082,0.059931039810180664,960,540,25.0,h264,1518.75,2024-04-13 07:58:02
3083,0.08200407028198242,960,540,25.0,h264,4556.25,2024-04-13 07:58:02
3084,0.0417478084564209,960,540,25.0,h264,1518.75,2024-04-13 07:58:02
3085,0.040000200271606445,960,540,25.0,h264,1538.27734375,2024-04-13 07:58:02
3086,0.09053778648376465,960,540,25.0,h264,3017.97265625,2024-04-13 07:58:02
3087,0.06479692459106445,960,540,25.0,h264,3037.5,2024-04-13 07:58:02
3088,0.043244123458862305,960,540,25.0,h264,1518.75,2024-04-13 07:58:02
3089,0.04240894317626953,960,540,25.0,h264,1519.2109375,2024-04-13 07:58:02
3090,0.07533407211303711,960,540,25.0,h264,3037.0390625,2024-04-13 07:58:02
3091,0.04253196716308594,960,540,25.0,h264,1518.7490234375,2024-04-13 07:58:02
3092,0.04068708419799805,960,540,25.0,h264,1518.75,2024-04-13 07:58:02
3093,0.08146500587463379,960,540,25.0,h264,3037.5,2024-04-13 07:58:02
3094,0.07567691802978516,960,540,25.0,h264,3037.8662109375,2024-04-13 07:58:02
3095,0.0422511100769043,960,540,25.0,h264,1518.75,2024-04-13 07:58:02
3096,0.040489912033081055,960,540,25.0,h264,1518.75,2024-04-13 07:58:02
3097,0.08038616180419922,960,540,25.0,h264,3037.5,2024-04-13 07:58:03
3098,0.08002686500549316,960,540,25.0,h264,3037.5,2024-04-13 07:58:03
3099,0.04046201705932617,960,540,25.0,h264,1518.38671875,2024-04-13 07:58:03
3100,0.04074811935424805,960,540,25.0,h264,1519.11328125,2024-04-13 07:58:03
3101,0.07631897926330566,960,540,25.0,h264,3037.5,2024-04-13 07:58:03
3102,0.04332375526428223,960,540,25.0,h264,1518.75,2024-04-13 07:58:03
3103,0.07560229301452637,960,540,25.0,h264,3037.5,2024-04-13 07:58:03
3104,0.042433738708496094,960,540,25.0,h264,1518.7646484375,2024-04-13 07:58:03
3105,0.049979209899902344,960,540,25.0,h264,1518.732421875,2024-04-13 07:58:03
3106,0.07048296928405762,960,540,25.0,h264,3037.5029296875,2024-04-13 07:58:03
3107,0.040289878845214844,960,540,25.0,h264,1518.75,2024-04-13 07:58:03
3108,0.04093503952026367,960,540,25.0,h264,1518.75,2024-04-13 07:58:03
3109,0.0759279727935791,960,540,25.0,h264,3037.5,2024-04-13 07:58:03
3110,0.04367995262145996,960,540,25.0,h264,1518.75,2024-04-13 07:58:03
3111,0.07638311386108398,960,540,25.0,h264,3037.5,2024-04-13 07:58:03
3112,0.07988977432250977,960,540,25.0,h264,3037.5,2024-04-13 07:58:03
3113,0.04512214660644531,960,540,25.0,h264,1518.75,2024-04-13 07:58:03
3114,0.07430911064147949,960,540,25.0,h264,3037.5,2024-04-13 07:58:04
3115,0.043634891510009766,960,540,25.0,h264,1518.75,2024-04-13 07:58:04
3116,0.08026814460754395,960,540,25.0,h264,3037.5,2024-04-13 07:58:04
3117,0.04285693168640137,960,540,25.0,h264,1518.75,2024-04-13 07:58:04
3118,0.07417178153991699,960,540,25.0,h264,3037.5,2024-04-13 07:58:04
3119,0.0435330867767334,960,540,25.0,h264,1518.75,2024-04-13 07:58:04
3120,0.07422518730163574,960,540,25.0,h264,3037.5,2024-04-13 07:58:04
3121,0.0472867488861084,960,540,25.0,h264,1518.75,2024-04-13 07:58:04
3122,0.07647943496704102,960,540,25.0,h264,3037.5,2024-04-13 07:58:04
3123,0.04194474220275879,960,540,25.0,h264,1518.75,2024-04-13 07:58:04
3124,0.07361507415771484,960,540,25.0,h264,3037.5,2024-04-13 07:58:04
3125,0.04233098030090332,960,540,25.0,h264,1518.29296875,2024-04-13 07:58:04
3126,0.04409384727478027,960,540,25.0,h264,1518.75,2024-04-13 07:58:04
3127,0.08338618278503418,960,540,25.0,h264,3037.95703125,2024-04-13 07:58:04
3128,0.07710409164428711,960,540,25.0,h264,3037.4970703125,2024-04-13 07:58:04
3129,0.07465076446533203,960,540,25.0,h264,3037.5,2024-04-13 07:58:04
3130,0.04145216941833496,960,540,25.0,h264,1518.3828125,2024-04-13 07:58:05
3131,0.04533195495605469,960,540,25.0,h264,1519.1171875,2024-04-13 07:58:05
3132,0.07605504989624023,960,540,25.0,h264,3037.5,2024-04-13 07:58:05
3133,0.041517019271850586,960,540,25.0,h264,1518.3857421875,2024-04-13 07:58:05
3134,0.07573676109313965,960,540,25.0,h264,3037.8642578125,2024-04-13 07:58:05
3135,0.04478716850280762,960,540,25.0,h264,1518.75,2024-04-13 07:58:05
3136,0.04065084457397461,960,540,25.0,h264,1518.29296875,2024-04-13 07:58:05
3137,0.07722210884094238,960,540,25.0,h264,3037.9658203125,2024-04-13 07:58:05
3138,0.041359901428222656,960,540,25.0,h264,1518.75,2024-04-13 07:58:05
3139,0.07869911193847656,960,540,25.0,h264,3037.5,2024-04-13 07:58:05
3140,0.04265785217285156,960,540,25.0,h264,1518.75,2024-04-13 07:58:05
3141,0.040633201599121094,960,540,25.0,h264,1518.75,2024-04-13 07:58:05
3142,0.07545709609985352,960,540,25.0,h264,3037.5,2024-04-13 07:58:05
3143,0.0419766902923584,960,540,25.0,h264,1518.75,2024-04-13 07:58:05
3144,0.04139423370361328,960,540,25.0,h264,1518.75,2024-04-13 07:58:05
3145,0.07612800598144531,960,540,25.0,h264,3037.5,2024-04-13 07:58:05
3146,0.04364180564880371,960,540,25.0,h264,1518.75,2024-04-13 07:58:05
3147,0.07646632194519043,960,540,25.0,h264,3037.5,2024-04-13 07:58:05
3148,0.04208064079284668,960,540,25.0,h264,1518.75,2024-04-13 07:58:06
3149,0.04082918167114258,960,540,25.0,h264,1518.75,2024-04-13 07:58:06
3150,0.04105496406555176,960,540,25.0,h264,1518.75,2024-04-13 07:58:06
3151,0.07880616188049316,960,540,25.0,h264,3037.5,2024-04-13 07:58:06
3152,0.07351183891296387,960,540,25.0,h264,3037.5,2024-04-13 07:58:06
3153,0.04437708854675293,960,540,25.0,h264,1518.75,2024-04-13 07:58:06
3154,0.043962955474853516,960,540,25.0,h264,1518.75,2024-04-13 07:58:06
3155,0.0753030776977539,960,540,25.0,h264,3037.5029296875,2024-04-13 07:58:06
3156,0.04423189163208008,960,540,25.0,h264,1518.75,2024-04-13 07:58:06
3157,0.07625985145568848,960,540,25.0,h264,3037.5,2024-04-13 07:58:06
3158,0.04023122787475586,960,540,25.0,h264,1518.75,2024-04-13 07:58:06
3159,0.040941715240478516,960,540,25.0,h264,1518.7470703125,2024-04-13 07:58:06
3160,0.04198908805847168,960,540,25.0,h264,1518.75,2024-04-13 07:58:06
3161,0.07849907875061035,960,540,25.0,h264,3037.4970703125,2024-04-13 07:58:06
3162,0.04105806350708008,960,540,25.0,h264,1518.75,2024-04-13 07:58:06
3163,0.04244804382324219,960,540,25.0,h264,1518.75,2024-04-13 07:58:06
3164,0.07840991020202637,960,540,25.0,h264,3037.5,2024-04-13 07:58:06
3165,0.04000091552734375,960,540,25.0,h264,2636.931640625,2024-04-13 07:58:06
3166,0.07951498031616211,960,540,25.0,h264,1919.318359375,2024-04-13 07:58:07
3167,0.04219627380371094,960,540,25.0,h264,1518.75,2024-04-13 07:58:07
3168,0.04000687599182129,960,540,25.0,h264,2752.0068359375,2024-04-13 07:58:07
3169,0.0724940299987793,960,540,25.0,h264,1804.2431640625,2024-04-13 07:58:07
3170,0.0424809455871582,960,540,25.0,h264,1518.75,2024-04-13 07:58:07
3171,0.042572975158691406,960,540,25.0,h264,1518.75,2024-04-13 07:58:07
3172,0.042157888412475586,960,540,25.0,h264,1518.75,2024-04-13 07:58:07
3173,0.08072900772094727,960,540,25.0,h264,3037.5,2024-04-13 07:58:07
3174,0.040000200271606445,960,540,25.0,h264,2625.6962890625,2024-04-13 07:58:07
3175,0.04824995994567871,960,540,25.0,h264,411.8037109375,2024-04-13 07:58:07
3176,0.06590008735656738,960,540,25.0,h264,3037.5,2024-04-13 07:58:07
3177,0.04507803916931152,960,540,25.0,h264,1518.75,2024-04-13 07:58:07
3178,0.0400388240814209,960,540,25.0,h264,2743.611328125,2024-04-13 07:58:07
3179,0.08571100234985352,960,540,25.0,h264,1812.6416015625,2024-04-13 07:58:07
3180,0.06750702857971191,960,540,25.0,h264,3037.5,2024-04-13 07:58:07
3181,0.041396141052246094,960,540,25.0,h264,1518.75,2024-04-13 07:58:07
3182,0.04351377487182617,960,540,25.0,h264,1518.75,2024-04-13 07:58:07
3183,0.07757687568664551,960,540,25.0,h264,3037.5,2024-04-13 07:58:07
3184,0.04325222969055176,960,540,25.0,h264,1518.75,2024-04-13 07:58:07
3185,0.07425999641418457,960,540,25.0,h264,3037.5,2024-04-13 07:58:08
3186,0.04212307929992676,960,540,25.0,h264,1518.75,2024-04-13 07:58:08
3187,0.04108285903930664,960,540,25.0,h264,1518.75,2024-04-13 07:58:08
3188,0.04228401184082031,960,540,25.0,h264,1518.75,2024-04-13 07:58:08
3189,0.07526993751525879,960,540,25.0,h264,3037.5517578125,2024-04-13 07:58:08
3190,0.04342794418334961,960,540,25.0,h264,1518.728515625,2024-04-13 07:58:08
3191,0.08272528648376465,960,540,25.0,h264,3037.4892578125,2024-04-13 07:58:08
3192,0.07972192764282227,960,540,25.0,h264,3037.5,2024-04-13 07:58:08
3193,0.07541298866271973,960,540,25.0,h264,3037.5,2024-04-13 07:58:08
3194,0.044632911682128906,960,540,25.0,h264,1518.75,2024-04-13 07:58:08
3195,0.07620811462402344,960,540,25.0,h264,3037.5,2024-04-13 07:58:08
3196,0.07790088653564453,960,540,25.0,h264,3037.5,2024-04-13 07:58:08
3197,0.043480873107910156,960,540,25.0,h264,1518.75,2024-04-13 07:58:08
3198,0.04000115394592285,960,540,25.0,h264,2487.486328125,2024-04-13 07:58:08
3199,0.04110002517700195,960,540,25.0,h264,550.013671875,2024-04-13 07:58:08
3200,0.07525491714477539,960,540,25.0,h264,3037.5,2024-04-13 07:58:08
3201,0.04395294189453125,960,540,25.0,h264,1518.75,2024-04-13 07:58:08
3202,0.07602405548095703,960,540,25.0,h264,3037.5,2024-04-13 07:58:09
3203,0.04402518272399902,960,540,25.0,h264,1518.75,2024-04-13 07:58:09
3204,0.07904672622680664,960,540,25.0,h264,3037.5,2024-04-13 07:58:09
3205,0.07615518569946289,960,540,25.0,h264,3037.5,2024-04-13 07:58:09
3206,0.04331803321838379,960,540,25.0,h264,1518.75,2024-04-13 07:58:09
3207,0.04122495651245117,960,540,25.0,h264,1518.75,2024-04-13 07:58:09
3208,0.07639789581298828,960,540,25.0,h264,3037.5,2024-04-13 07:58:09
3209,0.045491933822631836,960,540,25.0,h264,1518.75,2024-04-13 07:58:09
3210,0.0807809829711914,960,540,25.0,h264,3037.5,2024-04-13 07:58:09
3211,0.07307815551757812,960,540,25.0,h264,3037.4599609375,2024-04-13 07:58:09
3212,0.04374289512634277,960,540,25.0,h264,1518.75,2024-04-13 07:58:09
3213,0.04256606101989746,960,540,25.0,h264,1518.75,2024-04-13 07:58:09
3214,0.0758061408996582,960,540,25.0,h264,3037.5,2024-04-13 07:58:09
3215,0.04179978370666504,960,540,25.0,h264,1518.75,2024-04-13 07:58:09
3216,0.042402029037475586,960,540,25.0,h264,1518.75,2024-04-13 07:58:09
3217,0.07696795463562012,960,540,25.0,h264,3037.5,2024-04-13 07:58:09
3218,0.043359994888305664,960,540,25.0,h264,1518.7529296875,2024-04-13 07:58:09
3219,0.07918691635131836,960,540,25.0,h264,3037.48828125,2024-04-13 07:58:10
3220,0.07996821403503418,960,540,25.0,h264,3037.5,2024-04-13 07:58:10
3221,0.04000091552734375,960,540,25.0,h264,2242.7109375,2024-04-13 07:58:10
3222,0.04000997543334961,960,540,25.0,h264,794.7890625,2024-04-13 07:58:10
3223,0.07436800003051758,960,540,25.0,h264,3037.5,2024-04-13 07:58:10
3224,0.04479503631591797,960,540,25.0,h264,1518.75,2024-04-13 07:58:10
3225,0.04076027870178223,960,540,25.0,h264,1518.75,2024-04-13 07:58:10
3226,0.09117984771728516,960,540,25.0,h264,3037.5,2024-04-13 07:58:10
3227,0.06835484504699707,960,540,25.0,h264,3037.5,2024-04-13 07:58:10
3228,0.07321810722351074,960,540,25.0,h264,3037.5,2024-04-13 07:58:10
3229,0.05197000503540039,960,540,25.0,h264,1518.75,2024-04-13 07:58:10
3230,0.06775307655334473,960,540,25.0,h264,3037.5,2024-04-13 07:58:10
3231,0.0438687801361084,960,540,25.0,h264,1518.75,2024-04-13 07:58:10
3232,0.07772326469421387,960,540,25.0,h264,3037.5,2024-04-13 07:58:10
3233,0.04000091552734375,960,540,25.0,h264,2538.1630859375,2024-04-13 07:58:10
3234,0.0419619083404541,960,540,25.0,h264,499.3369140625,2024-04-13 07:58:10
3235,0.04176902770996094,960,540,25.0,h264,1518.75,2024-04-13 07:58:10
3236,0.07633209228515625,960,540,25.0,h264,3037.5,2024-04-13 07:58:11
3237,0.04215192794799805,960,540,25.0,h264,1518.75,2024-04-13 07:58:11
3238,0.043312788009643555,960,540,25.0,h264,1518.75,2024-04-13 07:58:11
3239,0.07565903663635254,960,540,25.0,h264,3037.5,2024-04-13 07:58:11
3240,0.044135332107543945,960,540,25.0,h264,1518.75,2024-04-13 07:58:11
3241,0.07328581809997559,960,540,25.0,h264,3037.51171875,2024-04-13 07:58:11
3242,0.043276071548461914,960,540,25.0,h264,1518.75,2024-04-13 07:58:11
3243,0.04360175132751465,960,540,25.0,h264,1518.75,2024-04-13 07:58:11
3244,0.07590413093566895,960,540,25.0,h264,3037.4912109375,2024-04-13 07:58:11
3245,0.04536795616149902,960,540,25.0,h264,1518.744140625,2024-04-13 07:58:11
3246,0.0762181282043457,960,540,25.0,h264,3037.482421875,2024-04-13 07:58:11
3247,0.04077291488647461,960,540,25.0,h264,1518.75,2024-04-13 07:58:11
3248,0.06120705604553223,960,540,25.0,h264,1518.75,2024-04-13 07:58:11
3249,0.059155941009521484,960,540,25.0,h264,3037.5,2024-04-13 07:58:11
3250,0.0421292781829834,960,540,25.0,h264,1518.75,2024-04-13 07:58:11
3251,0.07402372360229492,960,540,25.0,h264,3037.5,2024-04-13 07:58:11
3252,0.04924297332763672,960,540,25.0,h264,1518.75,2024-04-13 07:58:11
3253,0.0747990608215332,960,540,25.0,h264,3037.5,2024-04-13 07:58:12
3254,0.04163789749145508,960,540,25.0,h264,1518.75,2024-04-13 07:58:12
3255,0.07480025291442871,960,540,25.0,h264,3037.5,2024-04-13 07:58:12
3256,0.04253101348876953,960,540,25.0,h264,1518.75,2024-04-13 07:58:12
3257,0.043042898178100586,960,540,25.0,h264,1518.75,2024-04-13 07:58:12
3258,0.07745099067687988,960,540,25.0,h264,3037.5234375,2024-04-13 07:58:12
3259,0.042849063873291016,960,540,25.0,h264,1518.7412109375,2024-04-13 07:58:12
3260,0.07717394828796387,960,540,25.0,h264,3037.51171875,2024-04-13 07:58:12
3261,0.08880209922790527,960,540,25.0,h264,3037.48828125,2024-04-13 07:58:12
3262,0.06634378433227539,960,540,25.0,h264,3037.5,2024-04-13 07:58:12
3263,0.042968034744262695,960,540,25.0,h264,1518.75,2024-04-13 07:58:12
3264,0.04314398765563965,960,540,25.0,h264,1518.75,2024-04-13 07:58:12
3265,0.07466316223144531,960,540,25.0,h264,3037.5,2024-04-13 07:58:12
3266,0.0411837100982666,960,540,25.0,h264,1518.75,2024-04-13 07:58:12
3267,0.04241204261779785,960,540,25.0,h264,1518.75,2024-04-13 07:58:12
3268,0.07744097709655762,960,540,25.0,h264,3037.5,2024-04-13 07:58:12
3269,0.04626727104187012,960,540,25.0,h264,1518.75,2024-04-13 07:58:12
3270,0.07648587226867676,960,540,25.0,h264,3037.5,2024-04-13 07:58:13
3271,0.0410768985748291,960,540,25.0,h264,1518.75,2024-04-13 07:58:13
3272,0.0591731071472168,960,540,25.0,h264,1518.75,2024-04-13 07:58:13
3273,0.0614621639251709,960,540,25.0,h264,819.6318359375,2024-04-13 07:58:13
3274,0.0808558464050293,960,540,25.0,h264,3736.6181640625,2024-04-13 07:58:13
3275,0.08566498756408691,960,540,25.0,h264,3037.5,2024-04-13 07:58:13
3276,0.05355691909790039,960,540,25.0,h264,3037.5,2024-04-13 07:58:13
3277,0.06946611404418945,960,540,25.0,h264,1518.75,2024-04-13 07:58:13
3278,0.0727071762084961,960,540,25.0,h264,4556.25,2024-04-13 07:58:13
3279,0.04000282287597656,960,540,25.0,h264,2864.1259765625,2024-04-13 07:58:13
3280,0.040001869201660156,960,540,25.0,h264,333.177734375,2024-04-13 07:58:13
3281,0.07413506507873535,960,540,25.0,h264,2877.6962890625,2024-04-13 07:58:13
3282,0.045507192611694336,960,540,25.0,h264,1518.75,2024-04-13 07:58:13
3283,0.07575702667236328,960,540,25.0,h264,3037.5,2024-04-13 07:58:13
3284,0.04228091239929199,960,540,25.0,h264,1518.75,2024-04-13 07:58:13
3285,0.04118776321411133,960,540,25.0,h264,1518.75,2024-04-13 07:58:13
3286,0.07552909851074219,960,540,25.0,h264,3037.5,2024-04-13 07:58:13
3287,0.04266524314880371,960,540,25.0,h264,1518.75,2024-04-13 07:58:14
3288,0.07447481155395508,960,540,25.0,h264,3037.5,2024-04-13 07:58:14
3289,0.04346609115600586,960,540,25.0,h264,1518.75,2024-04-13 07:58:14
3290,0.04527592658996582,960,540,25.0,h264,1518.75,2024-04-13 07:58:14
3291,0.07797408103942871,960,540,25.0,h264,3037.5,2024-04-13 07:58:14
3292,0.07451581954956055,960,540,25.0,h264,3037.5,2024-04-13 07:58:14
3293,0.04044818878173828,960,540,25.0,h264,1518.75,2024-04-13 07:58:14
3294,0.042259931564331055,960,540,25.0,h264,1518.75,2024-04-13 07:58:14
3295,0.042500972747802734,960,540,25.0,h264,1518.75,2024-04-13 07:58:14
3296,0.07602095603942871,960,540,25.0,h264,3037.5,2024-04-13 07:58:14
3297,0.04052114486694336,960,540,25.0,h264,1518.75,2024-04-13 07:58:14
3298,0.07962179183959961,960,540,25.0,h264,3037.5,2024-04-13 07:58:14
3299,0.04996132850646973,960,540,25.0,h264,1518.7646484375,2024-04-13 07:58:14
3300,0.04000067710876465,960,540,25.0,h264,2374.962890625,2024-04-13 07:58:14
3301,0.06538629531860352,960,540,25.0,h264,2181.263671875,2024-04-13 07:58:14
3302,0.05033397674560547,960,540,25.0,h264,1518.7646484375,2024-04-13 07:58:14
3303,0.07491779327392578,960,540,25.0,h264,3037.5224609375,2024-04-13 07:58:14
3304,0.04213595390319824,960,540,25.0,h264,1518.75,2024-04-13 07:58:14
3305,0.040000200271606445,960,540,25.0,h264,2811.1142578125,2024-04-13 07:58:15
3306,0.07424092292785645,960,540,25.0,h264,1745.1357421875,2024-04-13 07:58:15
3307,0.04000496864318848,960,540,25.0,h264,1518.75,2024-04-13 07:58:15
3308,0.04387402534484863,960,540,25.0,h264,1518.75,2024-04-13 07:58:15
3309,0.04425191879272461,960,540,25.0,h264,1518.75,2024-04-13 07:58:15
3310,0.07736992835998535,960,540,25.0,h264,3037.5,2024-04-13 07:58:15
3311,0.04209113121032715,960,540,25.0,h264,1518.75,2024-04-13 07:58:15
3312,0.07441091537475586,960,540,25.0,h264,3037.5,2024-04-13 07:58:15
3313,0.04472923278808594,960,540,25.0,h264,1518.75,2024-04-13 07:58:15
3314,0.0802149772644043,960,540,25.0,h264,3037.5,2024-04-13 07:58:15
3315,0.07544493675231934,960,540,25.0,h264,3037.5,2024-04-13 07:58:15
3316,0.04560399055480957,960,540,25.0,h264,1518.75,2024-04-13 07:58:15
3317,0.0754389762878418,960,540,25.0,h264,3037.5,2024-04-13 07:58:15
3318,0.04140496253967285,960,540,25.0,h264,1518.75,2024-04-13 07:58:15
3319,0.04000520706176758,960,540,25.0,h264,2447.783203125,2024-04-13 07:58:15
3320,0.041574716567993164,960,540,25.0,h264,589.716796875,2024-04-13 07:58:15
3321,0.07440590858459473,960,540,25.0,h264,3037.5,2024-04-13 07:58:15
3322,0.043157100677490234,960,540,25.0,h264,1518.75,2024-04-13 07:58:15
3323,0.04259800910949707,960,540,25.0,h264,1518.75,2024-04-13 07:58:16
3324,0.07993006706237793,960,540,25.0,h264,3037.5,2024-04-13 07:58:16
3325,0.04078984260559082,960,540,25.0,h264,1518.75,2024-04-13 07:58:16
3326,0.07282304763793945,960,540,25.0,h264,3037.5,2024-04-13 07:58:16
3327,0.04359912872314453,960,540,25.0,h264,1518.70703125,2024-04-13 07:58:16
3328,0.08412694931030273,960,540,25.0,h264,3037.5,2024-04-13 07:58:16
3329,0.07986307144165039,960,540,25.0,h264,3037.5,2024-04-13 07:58:16
3330,0.07408905029296875,960,540,25.0,h264,3037.5,2024-04-13 07:58:16
3331,0.05104374885559082,960,540,25.0,h264,1518.76171875,2024-04-13 07:58:16
3332,0.07482123374938965,960,540,25.0,h264,3037.48828125,2024-04-13 07:58:16
3333,0.04029583930969238,960,540,25.0,h264,1518.7724609375,2024-04-13 07:58:16
3334,0.04000115394592285,960,540,25.0,h264,2237.080078125,2024-04-13 07:58:16
3335,0.07423996925354004,960,540,25.0,h264,2319.169921875,2024-04-13 07:58:16
3336,0.04285478591918945,960,540,25.0,h264,1518.71875,2024-04-13 07:58:16
3337,0.07516121864318848,960,540,25.0,h264,3037.5,2024-04-13 07:58:16
3338,0.04512190818786621,960,540,25.0,h264,1518.75,2024-04-13 07:58:16
3339,0.04156494140625,960,540,25.0,h264,1518.75,2024-04-13 07:58:16
3340,0.042858123779296875,960,540,25.0,h264,1518.75,2024-04-13 07:58:17
3341,0.07404613494873047,960,540,25.0,h264,3037.5,2024-04-13 07:58:17
3342,0.053601741790771484,960,540,25.0,h264,1518.75,2024-04-13 07:58:17
3343,0.06444406509399414,960,540,25.0,h264,3037.5,2024-04-13 07:58:17
3344,0.04000496864318848,960,540,25.0,h264,2352.4677734375,2024-04-13 07:58:17
3345,0.04134511947631836,960,540,25.0,h264,685.0322265625,2024-04-13 07:58:17
3346,0.04256105422973633,960,540,25.0,h264,1518.75,2024-04-13 07:58:17
3347,0.0418400764465332,960,540,25.0,h264,1518.75,2024-04-13 07:58:17
3348,0.07262492179870605,960,540,25.0,h264,3037.5,2024-04-13 07:58:17
3349,0.05149269104003906,960,540,25.0,h264,1518.75,2024-04-13 07:58:17
3350,0.06991219520568848,960,540,25.0,h264,3037.5,2024-04-13 07:58:17
3351,0.04160881042480469,960,540,25.0,h264,1518.75,2024-04-13 07:58:17
3352,0.041033267974853516,960,540,25.0,h264,1518.75,2024-04-13 07:58:17
3353,0.041121721267700195,960,540,25.0,h264,1518.75,2024-04-13 07:58:17
3354,0.0743863582611084,960,540,25.0,h264,3037.5,2024-04-13 07:58:17
3355,0.04440593719482422,960,540,25.0,h264,1518.75,2024-04-13 07:58:17
3356,0.04309582710266113,960,540,25.0,h264,1518.75,2024-04-13 07:58:17
3357,0.04063105583190918,960,540,25.0,h264,2155.8564453125,2024-04-13 07:58:17
3358,0.04000091552734375,960,540,25.0,h264,884.5205078125,2024-04-13 07:58:17
3359,0.07223200798034668,960,540,25.0,h264,3034.623046875,2024-04-13 07:58:18
3360,0.04099011421203613,960,540,25.0,h264,1518.75,2024-04-13 07:58:18
3361,0.04497122764587402,960,540,25.0,h264,1518.75,2024-04-13 07:58:18
3362,0.041307687759399414,960,540,25.0,h264,1518.75,2024-04-13 07:58:18
3363,0.07367110252380371,960,540,25.0,h264,3037.5,2024-04-13 07:58:18
3364,0.04000711441040039,960,540,25.0,h264,2223.03125,2024-04-13 07:58:18
3365,0.04352903366088867,960,540,25.0,h264,814.46875,2024-04-13 07:58:18
3366,0.04000091552734375,960,540,25.0,h264,2192.1533203125,2024-04-13 07:58:18
3367,0.04000091552734375,960,540,25.0,h264,1045.8193359375,2024-04-13 07:58:18
3368,0.04337906837463379,960,540,25.0,h264,1318.27734375,2024-04-13 07:58:18
3369,0.08559799194335938,960,540,25.0,h264,3037.5,2024-04-13 07:58:18
3370,0.0639948844909668,960,540,25.0,h264,3037.5,2024-04-13 07:58:18
