Шаг,Время,Ширина,Высота,Частота кадров,Кодек,Битрейт (КБ/сек),Время видео,day,month,hour_min,loss,anomaly
5489.0,0.0400009155273437,960.0,540.0,25.0,h264,1312.8154296875,2024-04-13 12:46:01,13,4,12.766666666666667,0.0015913846,False
5490.0,0.0400037765502929,960.0,540.0,25.0,h264,2234.97265625,2024-04-13 12:46:01,13,4,12.766666666666667,0.0016069468,False
5491.0,0.0402660369873046,960.0,540.0,25.0,h264,799.5693359375002,2024-04-13 12:46:01,13,4,12.766666666666667,0.002149072,False
5492.0,0.0400009155273437,960.0,540.0,25.0,h264,2471.65234375,2024-04-13 12:46:01,13,4,12.766666666666667,0.00168721,False
5493.0,0.0400002002716064,960.0,540.0,25.0,h264,1411.7041015625,2024-04-13 12:46:01,13,4,12.766666666666667,0.0013889263,False
5494.0,0.0400009155273437,960.0,540.0,25.0,h264,881.587890625,2024-04-13 12:46:01,13,4,12.766666666666667,0.0021309052,False
5495.0,0.0400011539459228,960.0,540.0,25.0,h264,2518.7470703125,2024-04-13 12:46:01,13,4,12.766666666666667,0.0017623898,False
5496.0,0.080021858215332,960.0,540.0,25.0,h264,1828.80859375,2024-04-13 12:46:01,13,4,12.766666666666667,0.0015535443,False
5497.0,0.0400011539459228,960.0,540.0,25.0,h264,2395.552734375,2024-04-13 12:46:01,13,4,12.766666666666667,0.0016227856,False
5498.0,0.0400047302246093,960.0,540.0,25.0,h264,1424.0341796875,2024-04-13 12:46:01,13,4,12.766666666666667,0.0013762031,False
5499.0,0.0406241416931152,960.0,540.0,25.0,h264,736.6630859375,2024-04-13 12:46:01,13,4,12.766666666666667,0.0021704244,False
5500.0,0.0400011539459228,960.0,540.0,25.0,h264,1555.4912109375,2024-04-13 12:46:01,13,4,12.766666666666667,0.0012068343,False
5501.0,0.0400009155273437,960.0,540.0,25.0,h264,2519.9580078125,2024-04-13 12:46:01,13,4,12.766666666666667,0.0017750021,False
5502.0,0.0400011539459228,960.0,540.0,25.0,h264,1074.1132812499998,2024-04-13 12:46:01,13,4,12.766666666666667,0.002001463,False
5503.0,0.0400006771087646,960.0,540.0,25.0,h264,1578.2216796875,2024-04-13 12:46:01,13,4,12.766666666666667,0.0011874521,False
