Шаг,Время,Ширина,Высота,Частота кадров,Кодек,Битрейт (КБ/сек),Продолжительность видео
434,0.08241987228393555,854,480,25.0,h264,2401.875,17.36
435,0.07197999954223633,854,480,25.0,h264,2401.1484375,17.4
436,0.041967153549194336,854,480,25.0,h264,1201.6640625,17.44
437,0.04023885726928711,854,480,25.0,h264,1200.9375,17.48
438,0.08060121536254883,854,480,25.0,h264,2401.9033203125,17.52
439,0.08511471748352051,854,480,25.0,h264,2401.875,17.56
440,0.06705617904663086,854,480,25.0,h264,2401.875,17.6
441,0.05143904685974121,854,480,25.0,h264,1200.9375,17.64
442,0.07493090629577637,854,480,25.0,h264,2401.875,17.68
443,0.043109893798828125,854,480,25.0,h264,1200.9375,17.72
444,0.07575130462646484,854,480,25.0,h264,2401.875,17.76
445,0.04228997230529785,854,480,25.0,h264,1200.9375,17.8
446,0.04173779487609863,854,480,25.0,h264,1200.9375,17.84
447,0.07740020751953125,854,480,25.0,h264,2401.875,17.88
448,0.042619943618774414,854,480,25.0,h264,1200.9375,17.92
449,0.07642102241516113,854,480,25.0,h264,2401.875,17.96
450,0.05448508262634277,854,480,25.0,h264,1200.9375,18.0
451,0.059088706970214844,854,480,25.0,h264,1200.9375,18.04
452,0.05066204071044922,854,480,25.0,h264,2401.875,18.08
453,0.08053016662597656,854,480,25.0,h264,2401.875,18.12
454,0.04005289077758789,854,480,25.0,h264,1824.6279296875,18.16
455,0.04000115394592285,854,480,25.0,h264,753.7119140625,18.2
456,0.07702183723449707,854,480,25.0,h264,2225.41015625,18.24
457,0.09096288681030273,854,480,25.0,h264,2401.875,18.28
458,0.06499099731445312,854,480,25.0,h264,2401.875,18.32
459,0.04305624961853027,854,480,25.0,h264,1200.9375,18.36
460,0.04438304901123047,854,480,25.0,h264,1200.9375,18.4
461,0.040039777755737305,854,480,25.0,h264,1395.8759765625,18.44
462,0.07938504219055176,854,480,25.0,h264,2206.9365234375,18.48
463,0.08095192909240723,854,480,25.0,h264,2401.875,18.52
464,0.0696260929107666,854,480,25.0,h264,2401.875,18.56
465,0.044287919998168945,854,480,25.0,h264,1199.81640625,18.6
466,0.04219508171081543,854,480,25.0,h264,1200.9375,18.64
467,0.09070515632629395,854,480,25.0,h264,2401.875,18.68
468,0.06940889358520508,854,480,25.0,h264,2401.875,18.72
469,0.040001869201660156,854,480,25.0,h264,1311.0634765625,18.76
470,0.08556699752807617,854,480,25.0,h264,2291.7490234375,18.8
471,0.04505014419555664,854,480,25.0,h264,1200.9375,18.84
472,0.07428097724914551,854,480,25.0,h264,2401.875,18.88
473,0.0435330867767334,854,480,25.0,h264,1200.9375,18.92
474,0.07639861106872559,854,480,25.0,h264,2401.875,18.96
475,0.0771641731262207,854,480,25.0,h264,2401.875,19.0
476,0.07664108276367188,854,480,25.0,h264,2401.875,19.04
477,0.043573856353759766,854,480,25.0,h264,1200.9375,19.08
478,0.07370805740356445,854,480,25.0,h264,2401.875,19.12
479,0.04998612403869629,854,480,25.0,h264,1200.9375,19.16
480,0.05437898635864258,854,480,25.0,h264,1200.9375,19.2
481,0.06180000305175781,854,480,25.0,h264,2401.875,19.24
482,0.14095306396484375,854,480,25.0,h264,1200.9375,19.28
483,0.05714106559753418,854,480,25.0,h264,4803.75,19.32
484,0.05112791061401367,854,480,25.0,h264,1200.9375,19.36
485,0.06824493408203125,854,480,25.0,h264,2401.875,19.4
486,0.07895803451538086,854,480,25.0,h264,2401.875,19.44
487,0.04077410697937012,854,480,25.0,h264,1200.9375,19.48
488,0.0794217586517334,854,480,25.0,h264,2401.875,19.52
489,0.04201817512512207,854,480,25.0,h264,1200.9375,19.56
490,0.04215192794799805,854,480,25.0,h264,1200.9375,19.6
491,0.07533693313598633,854,480,25.0,h264,2399.1591796875,19.64
492,0.0432279109954834,854,480,25.0,h264,1200.9375,19.68
493,0.07925128936767578,854,480,25.0,h264,2401.875,19.72
494,0.07558393478393555,854,480,25.0,h264,2401.875,19.76
495,0.041818857192993164,854,480,25.0,h264,1200.9375,19.8
496,0.04215502738952637,854,480,25.0,h264,1200.9375,19.84
497,0.07755017280578613,854,480,25.0,h264,2401.875,19.88
498,0.0443418025970459,854,480,25.0,h264,1200.9375,19.92
499,0.07548093795776367,854,480,25.0,h264,2401.875,19.96
500,0.04908633232116699,854,480,25.0,h264,1200.9375,20.0
501,0.06777071952819824,854,480,25.0,h264,2405.68359375,20.04
502,0.04543113708496094,854,480,25.0,h264,1200.9375,20.08
503,0.054403066635131836,854,480,25.0,h264,1200.9375,20.12
504,0.062288761138916016,854,480,25.0,h264,2401.875,20.16
505,0.04080605506896973,854,480,25.0,h264,1200.9375,20.2
506,0.043415069580078125,854,480,25.0,h264,1200.9375,20.24
507,0.0736081600189209,854,480,25.0,h264,2401.875,20.28
508,0.04164576530456543,854,480,25.0,h264,1200.9375,20.32
509,0.04144716262817383,854,480,25.0,h264,1200.9375,20.36
510,0.05198383331298828,854,480,25.0,h264,1200.9375,20.4
511,0.06601810455322266,854,480,25.0,h264,2401.875,20.44
512,0.043833017349243164,854,480,25.0,h264,1199.62109375,20.48
513,0.0759429931640625,854,480,25.0,h264,2401.875,20.52
514,0.04320883750915527,854,480,25.0,h264,1200.9375,20.56
515,0.04238414764404297,854,480,25.0,h264,1200.9375,20.6
516,0.041033029556274414,854,480,25.0,h264,1200.9375,20.64
517,0.07902097702026367,854,480,25.0,h264,2401.875,20.68
518,0.04157710075378418,854,480,25.0,h264,1200.9375,20.72
519,0.07569265365600586,854,480,25.0,h264,2401.875,20.76
520,0.043447017669677734,854,480,25.0,h264,1200.9375,20.8
521,0.041297197341918945,854,480,25.0,h264,1200.9375,20.84
522,0.07736396789550781,854,480,25.0,h264,2401.875,20.88
523,0.0782768726348877,854,480,25.0,h264,2401.875,20.92
524,0.06837010383605957,854,480,25.0,h264,1200.9375,20.96
525,0.04624223709106445,854,480,25.0,h264,2401.875,21.0
526,0.04489398002624512,854,480,25.0,h264,1200.9375,21.04
527,0.04355573654174805,854,480,25.0,h264,1200.9375,21.08
528,0.07903718948364258,854,480,25.0,h264,2401.875,21.12
529,0.07819080352783203,854,480,25.0,h264,2401.875,21.16
530,0.07462501525878906,854,480,25.0,h264,2401.875,21.2
531,0.041996002197265625,854,480,25.0,h264,1200.9375,21.24
532,0.042942047119140625,854,480,25.0,h264,1200.9375,21.28
533,0.04224801063537598,854,480,25.0,h264,1200.9375,21.32
534,0.041316986083984375,854,480,25.0,h264,1200.9375,21.36
535,0.07691001892089844,854,480,25.0,h264,2399.595703125,21.4
536,0.04386496543884277,854,480,25.0,h264,1200.9375,21.44
537,0.07554817199707031,854,480,25.0,h264,2401.875,21.48
538,0.04423666000366211,854,480,25.0,h264,1200.9375,21.52
539,0.07551121711730957,854,480,25.0,h264,2401.875,21.56
540,0.045625925064086914,854,480,25.0,h264,1200.9375,21.6
541,0.07767200469970703,854,480,25.0,h264,2401.875,21.64
542,0.07543087005615234,854,480,25.0,h264,2401.875,21.68
543,0.042263031005859375,854,480,25.0,h264,1200.9375,21.72
544,0.0786900520324707,854,480,25.0,h264,2401.875,21.76
545,0.042713165283203125,854,480,25.0,h264,1200.9375,21.8
546,0.07527995109558105,854,480,25.0,h264,2401.875,21.84
547,0.04369187355041504,854,480,25.0,h264,1200.9375,21.88
548,0.08381509780883789,854,480,25.0,h264,2401.875,21.92
549,0.07364010810852051,854,480,25.0,h264,2401.875,21.96
550,0.044301748275756836,854,480,25.0,h264,1200.9375,22.0
551,0.07579708099365234,854,480,25.0,h264,2401.875,22.04
552,0.044413089752197266,854,480,25.0,h264,1200.9375,22.08
553,0.07607197761535645,854,480,25.0,h264,2401.875,22.12
554,0.04596304893493652,854,480,25.0,h264,1200.9375,22.16
555,0.04077005386352539,854,480,25.0,h264,1200.9375,22.2
556,0.07019400596618652,854,480,25.0,h264,2401.875,22.24
557,0.04165983200073242,854,480,25.0,h264,1200.9375,22.28
558,0.0404362678527832,854,480,25.0,h264,1200.9375,22.32
559,0.04425501823425293,854,480,25.0,h264,1200.9375,22.36
560,0.07512974739074707,854,480,25.0,h264,2401.875,22.4
561,0.04340505599975586,854,480,25.0,h264,1200.9375,22.44
562,0.07705283164978027,854,480,25.0,h264,2401.875,22.48
563,0.04457807540893555,854,480,25.0,h264,1200.9375,22.52
564,0.07860827445983887,854,480,25.0,h264,2401.875,22.56
565,0.07560586929321289,854,480,25.0,h264,2401.875,22.6
566,0.04503893852233887,854,480,25.0,h264,1200.9375,22.64
567,0.07900381088256836,854,480,25.0,h264,2401.875,22.68
568,0.04456520080566406,854,480,25.0,h264,1203.806640625,22.72
569,0.07092499732971191,854,480,25.0,h264,2401.875,22.76
570,0.042530059814453125,854,480,25.0,h264,1200.9375,22.8
571,0.05203604698181152,854,480,25.0,h264,1200.9375,22.84
572,0.06905388832092285,854,480,25.0,h264,2401.875,22.88
573,0.04343700408935547,854,480,25.0,h264,1200.9375,22.92
574,0.0766150951385498,854,480,25.0,h264,2401.875,22.96
575,0.042833805084228516,854,480,25.0,h264,1200.9375,23.0
576,0.07833695411682129,854,480,25.0,h264,2401.875,23.04
577,0.04238009452819824,854,480,25.0,h264,1200.9375,23.08
578,0.07799601554870605,854,480,25.0,h264,2401.875,23.12
579,0.07928299903869629,854,480,25.0,h264,2401.875,23.16
580,0.07501411437988281,854,480,25.0,h264,2401.875,23.2
581,0.04679083824157715,854,480,25.0,h264,1200.9375,23.24
582,0.07535099983215332,854,480,25.0,h264,2401.875,23.28
583,0.04275107383728027,854,480,25.0,h264,1200.9375,23.32
584,0.04521918296813965,854,480,25.0,h264,1198.068359375,23.36
585,0.04860067367553711,854,480,25.0,h264,1200.9375,23.4
586,0.060810089111328125,854,480,25.0,h264,2401.875,23.44
587,0.048690080642700195,854,480,25.0,h264,1200.9375,23.48
588,0.07901692390441895,854,480,25.0,h264,2401.875,23.52
589,0.04198718070983887,854,480,25.0,h264,1200.9375,23.56
590,0.047682762145996094,854,480,25.0,h264,1200.9375,23.6
591,0.0702662467956543,854,480,25.0,h264,2401.875,23.64
592,0.07434487342834473,854,480,25.0,h264,2401.875,23.68
593,0.04514312744140625,854,480,25.0,h264,1200.9375,23.72
594,0.07436800003051758,854,480,25.0,h264,2401.875,23.76
595,0.04478096961975098,854,480,25.0,h264,1200.9375,23.8
596,0.0757608413696289,854,480,25.0,h264,2401.875,23.84
597,0.04198718070983887,854,480,25.0,h264,1200.9375,23.88
598,0.04298973083496094,854,480,25.0,h264,1200.9375,23.92
599,0.08109426498413086,854,480,25.0,h264,2401.875,23.96
600,0.07721686363220215,854,480,25.0,h264,2401.875,24.0
601,0.08103299140930176,854,480,25.0,h264,2401.875,24.04
602,0.08288216590881348,854,480,25.0,h264,2401.875,24.08
603,0.0733339786529541,854,480,25.0,h264,2401.875,24.12
604,0.04481983184814453,854,480,25.0,h264,1200.9375,24.16
605,0.07516694068908691,854,480,25.0,h264,2401.875,24.2
606,0.042001962661743164,854,480,25.0,h264,1200.9375,24.24
607,0.04365205764770508,854,480,25.0,h264,1200.9375,24.28
608,0.07892513275146484,854,480,25.0,h264,2401.875,24.32
609,0.0756371021270752,854,480,25.0,h264,2401.875,24.36
610,0.04131889343261719,854,480,25.0,h264,1200.9375,24.4
611,0.08578777313232422,854,480,25.0,h264,2401.875,24.44
612,0.07837224006652832,854,480,25.0,h264,2401.875,24.48
613,0.07642602920532227,854,480,25.0,h264,2401.875,24.52
614,0.04508471488952637,854,480,25.0,h264,1200.9375,24.56
615,0.06966924667358398,854,480,25.0,h264,2401.875,24.6
616,0.04247593879699707,854,480,25.0,h264,1200.9375,24.64
617,0.059403181076049805,854,480,25.0,h264,1200.9375,24.68
618,0.0658259391784668,854,480,25.0,h264,2401.875,24.72
619,0.08190393447875977,854,480,25.0,h264,2401.875,24.76
620,0.07932114601135254,854,480,25.0,h264,2401.875,24.8
621,0.0791008472442627,854,480,25.0,h264,2401.875,24.84
622,0.07507610321044922,854,480,25.0,h264,2401.875,24.88
623,0.04528999328613281,854,480,25.0,h264,1200.9375,24.92
624,0.07181072235107422,854,480,25.0,h264,2401.875,24.96
625,0.04162025451660156,854,480,25.0,h264,1200.9375,25.0
626,0.0423588752746582,854,480,25.0,h264,1200.9375,25.04
627,0.044610023498535156,854,480,25.0,h264,1200.9375,25.08
628,0.07829594612121582,854,480,25.0,h264,2401.875,25.12
629,0.042861223220825195,854,480,25.0,h264,1200.9375,25.16
630,0.07471275329589844,854,480,25.0,h264,2401.875,25.2
631,0.042530059814453125,854,480,25.0,h264,1200.9375,25.24
632,0.041465044021606445,854,480,25.0,h264,1200.9375,25.28
633,0.07585000991821289,854,480,25.0,h264,2401.875,25.32
634,0.07680583000183105,854,480,25.0,h264,2401.875,25.36
635,0.04586315155029297,854,480,25.0,h264,1200.9375,25.4
636,0.04159903526306152,854,480,25.0,h264,1200.9375,25.44
637,0.08221888542175293,854,480,25.0,h264,2401.875,25.48
638,0.07500028610229492,854,480,25.0,h264,2401.875,25.52
639,0.07800865173339844,854,480,25.0,h264,2401.875,25.56
640,0.04647397994995117,854,480,25.0,h264,1200.9375,25.6
641,0.07487630844116211,854,480,25.0,h264,2401.875,25.64
642,0.04481673240661621,854,480,25.0,h264,1200.9375,25.68
643,0.0780479907989502,854,480,25.0,h264,2401.875,25.72
644,0.07861995697021484,854,480,25.0,h264,2401.875,25.76
645,0.08167600631713867,854,480,25.0,h264,2401.875,25.8
646,0.0892641544342041,854,480,25.0,h264,2401.875,25.84
647,0.08925700187683105,854,480,25.0,h264,1200.9375,25.88
648,0.05822110176086426,854,480,25.0,h264,3602.8125,25.92
649,0.048876047134399414,854,480,25.0,h264,1200.9375,25.96
650,0.07686686515808105,854,480,25.0,h264,2401.875,26.0
651,0.04068589210510254,854,480,25.0,h264,1200.9375,26.04
652,0.07717514038085938,854,480,25.0,h264,2401.875,26.08
653,0.07758378982543945,854,480,25.0,h264,2401.875,26.12
654,0.07786321640014648,854,480,25.0,h264,2401.875,26.16
655,0.08016681671142578,854,480,25.0,h264,2405.4677734375,26.2
656,0.04192519187927246,854,480,25.0,h264,1200.9375,26.24
657,0.08218884468078613,854,480,25.0,h264,2401.875,26.28
658,0.08359909057617188,854,480,25.0,h264,2401.875,26.32
659,0.07661294937133789,854,480,25.0,h264,2401.875,26.36
660,0.07763004302978516,854,480,25.0,h264,2401.875,26.4
661,0.041558027267456055,854,480,25.0,h264,1200.9375,26.44
662,0.07135701179504395,854,480,25.0,h264,2401.875,26.48
663,0.04712200164794922,854,480,25.0,h264,1200.9375,26.52
664,0.08463883399963379,854,480,25.0,h264,2401.875,26.56
665,0.07849907875061035,854,480,25.0,h264,2401.875,26.6
666,0.07818388938903809,854,480,25.0,h264,2401.875,26.64
667,0.04057025909423828,854,480,25.0,h264,1200.9375,26.68
668,0.07799506187438965,854,480,25.0,h264,2401.875,26.72
669,0.08093690872192383,854,480,25.0,h264,2401.875,26.76
670,0.04280281066894531,854,480,25.0,h264,1200.9375,26.8
671,0.07232308387756348,854,480,25.0,h264,2401.875,26.84
672,0.0440521240234375,854,480,25.0,h264,1200.9375,26.88
673,0.041455745697021484,854,480,25.0,h264,1200.9375,26.92
674,0.07841920852661133,854,480,25.0,h264,2401.875,26.96
675,0.07332110404968262,854,480,25.0,h264,2401.875,27.0
676,0.041072845458984375,854,480,25.0,h264,1200.9375,27.04
677,0.04460597038269043,854,480,25.0,h264,1200.9375,27.08
678,0.08219194412231445,854,480,25.0,h264,2401.875,27.12
679,0.04098105430603027,854,480,25.0,h264,1200.9375,27.16
680,0.04466104507446289,854,480,25.0,h264,1200.9375,27.2
0,1.2014241218566895,854,480,25.0,h264,4.4892578125,0.0
1,0.05454397201538086,854,480,25.0,h264,15612.1796875,0.04
2,0.0424191951751709,854,480,25.0,h264,1200.9375,0.08
3,0.042291879653930664,854,480,25.0,h264,1200.9375,0.12
4,0.04152107238769531,854,480,25.0,h264,1200.9375,0.16
5,0.07369112968444824,854,480,25.0,h264,2401.875,0.2
6,0.04429483413696289,854,480,25.0,h264,1200.9375,0.24
7,0.04851102828979492,854,480,25.0,h264,1200.9375,0.28
8,0.07110381126403809,854,480,25.0,h264,2401.875,0.32
9,0.07519125938415527,854,480,25.0,h264,2401.8740234375,0.36
10,0.04139065742492676,854,480,25.0,h264,1200.939453125,0.4
11,0.044648170471191406,854,480,25.0,h264,1200.9375,0.44
12,0.04154205322265625,854,480,25.0,h264,1200.9375,0.48
13,0.07028388977050781,854,480,25.0,h264,2401.875,0.52
14,0.04102611541748047,854,480,25.0,h264,1200.9375,0.56
15,0.04417896270751953,854,480,25.0,h264,1200.9375,0.6
16,0.04468393325805664,854,480,25.0,h264,1200.9375,0.64
17,0.04022622108459473,854,480,25.0,h264,1200.9375,0.68
18,0.07251667976379395,854,480,25.0,h264,2401.875,0.72
19,0.04397225379943848,854,480,25.0,h264,1200.9375,0.76
20,0.042427778244018555,854,480,25.0,h264,1200.9375,0.8
0,1.2147917747497559,854,480,25.0,h264,4.4892578125,0.0
1,0.055375099182128906,854,480,25.0,h264,15612.1796875,0.04
2,0.0535581111907959,854,480,25.0,h264,1200.9375,0.08
3,0.07663893699645996,854,480,25.0,h264,2401.875,0.12
4,0.07733392715454102,854,480,25.0,h264,2401.875,0.16
5,0.07706499099731445,854,480,25.0,h264,2401.875,0.2
6,0.08538985252380371,854,480,25.0,h264,2401.875,0.24
7,0.07163310050964355,854,480,25.0,h264,2401.8740234375,0.28
8,0.04111814498901367,854,480,25.0,h264,1200.939453125,0.32
9,0.04280495643615723,854,480,25.0,h264,1200.9375,0.36
10,0.04600811004638672,854,480,25.0,h264,1200.9375,0.4
11,0.06804990768432617,854,480,25.0,h264,2401.875,0.44
12,0.0441131591796875,854,480,25.0,h264,1200.9375,0.48
13,0.04511070251464844,854,480,25.0,h264,1200.9375,0.52
14,0.10117292404174805,854,480,25.0,h264,2401.875,0.56
15,0.05461907386779785,854,480,25.0,h264,2401.875,0.6
16,0.08305597305297852,854,480,25.0,h264,2401.875,0.64
17,0.0811760425567627,854,480,25.0,h264,2401.875,0.68
